CLIENT_ID,REPORT_ID,REGISTRANT_ID,CLIENTENTITY_CD,CLIENT_TITLE,CLIENT_FIRST_NAME,CLIENT_MI,CLIENT_LAST_NAME,CLIENT_SUFFIX,CLIENT_ADR1,CLIENT_ADR2,CLIENT_CITY,CLIENT_STATE,CLIENT_ZIP,BUSINESS_DESC,COMP_CATEGORY,COMP_EXACT_AMOUNT,COMP_COMMENT,Row_ID
C0074,R20171031124151,RG0052,Entity,,,,Prevarian Hospital Partners,,5949 Sherry Lane,Suite 835,Dallas,TX,75225,Property Owner,,,,R20171031124151-C0074
C0075,R20171031124151,RG0052,Entity,,,,"Radec Management, Inc.",,P.O. Box 29837,,Austin,TX,78735,Property Management,,,,R20171031124151-C0075
C0076,R20171031124151,RG0052,Individual,,Wayne,,Reaud,,801 Laurel Street,,Beaumont,TX,77701,Property Owner,,,,R20171031124151-C0076
C0077,R20171031124151,RG0052,Entity,,,,"Sandstone Ventures, LLC",,148 Cibolo Ridge Trail,,Boerne,TX,78015,Developer,,,,R20171031124151-C0077
C0078,R20171031124151,RG0052,Entity,,,,South River City Citizens Association,,1719 Deerfield Drive,,Austin,TX,78741,Neighborhood Association,,,,R20171031124151-C0078
C0079,R20171031124151,RG0052,Entity,,,,"Synagro-WWT, Inc.",,435 Williams Court,Suite 100,Baltimore,MD,21220,Recycling Company,,,,R20171031124151-C0079
C0080,R20171031124151,RG0052,Entity,,,,Texas Capital Bank,,114 West 7th Street,Suite 300,Austin,TX,78701,Banking Association,,,,R20171031124151-C0080
C0081,R20171031124151,RG0052,Entity,,,,"Terrace at Walnut Creek, Ltd.",,700 Lavaca,Suite 1560,Austin,TX,78701,Developer,,,,R20171031124151-C0081
C0082,R20171031124151,RG0052,Entity,,,,The Parke at Travis Country COA,,"c/o Alliance Assoc. Management, 115 Wild Basin Rd",Suite 308,Austin,TX,78746,Condominium Owners Association,,,,R20171031124151-C0082
C0083,R20171031124151,RG0052,Entity,,,,"Travis Hotel Group, LLC",,2711 N. Haskell,28th Floor,Dallas,TX,75204,Developer,,,,R20171031124151-C0083
C0084,R20171031124151,RG0052,Entity,,,,"Trilogy Enterprises, Inc.",,6011 W. Courtyard Drive,,Austin,TX,78730,Property Owner,,,,R20171031124151-C0084
C0085,R20171031124151,RG0052,Entity,,,,"TWC-1626, LLC",,901 S. MoPac Expressway,"Building 1, Suite 160",Austin,TX,78746,Developer,,,,R20171031124151-C0085
C0086,R20171031124151,RG0052,Entity,,,,Versa Development,,4733 College Park,Suite 200,San Antonio,TX,78249,Property Owner,,,,R20171031124151-C0086
C0088,R20171031124151,RG0052,Entity,,,,"Zilker Park Residences Partners, L.P.",,P.O. Box 684707,,Austin,TX,78768,Land Development Company,,,,R20171031124151-C0088
C0089,R20171031124151,RG0052,Entity,,,,"Intergalactic Holdings, LLC",,P.O. Box 50594,,Austin,TX,78763,Property Owner,,,,R20171031124151-C0089
C0090,R20171031124151,RG0052,Entity,,,,Kurtz/Zirkelbach Lifetime Trusts,,2426 Loxford Lane,,Alpharetta,GA,30009,Property Owner,,,,R20171031124151-C0090
C0092,R20171031124151,RG0052,Entity,,,,"Powell-Corbett, LLC",,P.O. Box 92977,,Austin,TX,78709,Property Owner,,,,R20171031124151-C0092
C0001,R20171101082615,RG0066,Entity,,,,Airbnb,,888 Brannan Street,,San Francisco,CA,94107,Short Term Rentals,,,,R20171101082615-C0001
C0002,R20171101082615,RG0066,Entity,,,,Apex Bethel Energy Center LLC,,3200 Southwest Freeway,Suite 2210,Houston,TX,77027,Energy,,,,R20171101082615-C0002
C0003,R20171101082615,RG0066,Entity,,,,Armbrust & Brown LLP,,100 Congress Ave.,Suite 1300,Austin,TX,78701,Law Firm,,,,R20171101082615-C0003
C0004,R20171101082615,RG0066,Entity,,,,AT&T,,816 Congress Ave,Suite 1100,Austin,TX,78701,Communications,,,,R20171101082615-C0004
C0005,R20171101082615,RG0066,Entity,,,,Austin Crime Commission,,PO Box 27016,,Austin,TX,78755,Non-profit,,,,R20171101082615-C0005
C0006,R20171101082615,RG0066,Entity,,,,Austin Police Association,,5817 Wilcab Road,Suite 1,Austin,TX,78721,Membership Association,,,,R20171101082615-C0006
C0007,R20171101082615,RG0066,Entity,,,,"Axon Enterprise, Inc.",,17800 N 85th St,,Scottsdale,AZ,85255,Manufacturer of body cameras,,,,R20171101082615-C0007
C0008,R20171101082615,RG0066,Entity,,,,Brandywine Realty Trust,,1501 S Mopac,Suite 310,Austin,TX,78746,Real Estate,,,,R20171101082615-C0008
C0009,R20171101082615,RG0066,Entity,,,,CCARE,,"c\o Brandywine Realty, 1501 S Mopac",Suite 310,Austin,TX,78746,Business League,,,,R20171101082615-C0009
C0010,R20171101082615,RG0066,Entity,,,,Cypress Real Estate Advisors,,1601 S Mopac,Suite 175,Austin,TX,78746,Real Estate,,,,R20171101082615-C0010
C0011,R20171101082615,RG0066,Entity,,,,Cypress Semiconductor,,Champion Court,,San Jose,CA,95134,High Tech,,,,R20171101082615-C0011
C0012,R20171101082615,RG0066,Entity,,,,Endeavor Real Estate Group,,221 West 6th Street,Suite 1300,Austin,TX,78701,Real Estate,,,,R20171101082615-C0012
C0013,R20171101082615,RG0066,Entity,,,,Goveia,,24855 Del Prado,,Dana Point,CA,92629,Real Estate Development,,,,R20171101082615-C0013
C0014,R20171101082615,RG0066,Entity,,,,"HDR, Inc",,4401 West Gate Blvd,Suite 400,Austin,TX,78745,Engineering Firm,,,,R20171101082615-C0014
C0015,R20171101082615,RG0066,Entity,,,,Lincoln Clean Energy,,401 N Michigan Ave,Suite 501,Chicago,IL,60611,Renewable Energy,,,,R20171101082615-C0015
C0016,R20171101082615,RG0066,Entity,,,,North Austin MUD #1,,2601 Forest Creek Dr.,,Round Rock,TX,78665,Utility District,,,,R20171101082615-C0016
C0017,R20171101082615,RG0066,Entity,,,,Northtown MUD,,1421 Wells Branch Pkwy,"Bldg 1, Suite 106",Pflugerville,TX,78660,Utility District,,,,R20171101082615-C0017
C0018,R20171101082615,RG0066,Entity,,,,"NXP Semiconductor, Inc.",,6501 William Cannon Drive West,,Austin,TX,78735,High Tech,,,,R20171101082615-C0018
C0019,R20171101082615,RG0066,Entity,,,,"Samsung Austin Semiconductor, LLC",,12100 Samsung Blvd,#110,Austin,TX,78754,High Tech,,,,R20171101082615-C0019
C0020,R20171101082615,RG0066,Entity,,,,Senior Quality Lifestyles Corporation,,12720 Hillcrest,Suite 106,Dallas,TX,75230,Developer,,,,R20171101082615-C0020
C0021,R20171101082615,RG0066,Entity,,,,Seton Healthcare,,1201 W 38th St,,Austin,TX,78705,Healthcare Network,,,,R20171101082615-C0021
C0022,R20171101082615,RG0066,Entity,,,,Torchy's Tacos,,999 E Basse Rd,,San Antonio,TX,78209,Restaurants,,,,R20171101082615-C0022
C0023,R20171101082615,RG0066,Entity,,,,Travis County Fire Rescue ESD #11,,9019 Elroy Road,,Del Valle,TX,78617,Emergency Services,,,,R20171101082615-C0023
C0024,R20171101082615,RG0066,Entity,,,,"Walmart Stores, Inc",,2001 Southeast 10th St,,Bentonville,AR,72713,Retail Merchant,,,,R20171101082615-C0024
C0025,R20171101082615,RG0066,Entity,,,,Water Control Irrigation District #10,,5450 Bee Cave,#2A,Austin,TX,78746,Utility District,,,,R20171101082615-C0025
C0026,R20171101082615,RG0066,Entity,,,,Wayne Reaud,,98 San Jacinto Blvd,Suite 1400,Austin,TX,78701,Property Owner,,,,R20171101082615-C0026
C0028,R20171101082615,RG0066,Entity,,,,White Lodging Services Corp,,701 East 83rd Ave,,Merrillville,IN,46410,Developer,,,,R20171101082615-C0028
C0001,R20171103161728,RG0131,Entity,,,,Apex Bethel Energy Center LLC,,3200 Southwest Freeway,Suite 2210,Houston,TX,77027,Energy,,,,R20171103161728-C0001
C0002,R20171103161728,RG0131,Entity,,,,Austin Crime Commission,,PO Box 27016,,Austin,TX,78755,Non-profit,,,,R20171103161728-C0002
C0003,R20171103161728,RG0131,Entity,,,,Austin Police Association,,5817 Wilcab Road,Suite 1,Austin,TX,78721,Membership Association,,,,R20171103161728-C0003
C0004,R20171103161728,RG0131,Entity,,,,Brandywine Realty Trust,,1501 S Mopac,Suite 310,Austin,TX,78746,Real Estate,,,,R20171103161728-C0004
C0005,R20171103161728,RG0131,Entity,,,,CCARE,,"c\o Brandywine Realty, 1501 S Mopac",Suite 310,Austin,TX,78746,Business League,,,,R20171103161728-C0005
C0001,R20171113152000,RG0061,Individual,,CHRIS,,PACITTI,,300 W. 6TH STREET,STE 2300,AUSTIN,TX,78701,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0001
C0002,R20171113152000,RG0061,Entity,,,,"NELSEN PARTNERS, INC",,905 CONGRESS AVE,,AUSTIN,TX,78701,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0002
C0004,R20171113152000,RG0061,Individual,,JIM,,GALLEGOS,,5515 BALCONES DRIVE,,AUSTIN,TX,78731,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0004
C0005,R20171113152000,RG0061,Entity,,,,"CIRRUS LOGIC, INC",,800 W. 6TH,,AUSTIN,TX,78701,TECHNOLOGY,,,,R20171113152000-C0005
C0006,R20171113152000,RG0061,Entity,,,,"CARMA TEXAS, INC",,11501 ALTERRA PKWY,STE 100,AUSTIN,TX,78758,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0006
C0007,R20171113152000,RG0061,Entity,,,,"ENDEAVOR REAL ESTATE GROUP, LLC",,500 W. 5TH STREET,STE 700,AUSTIN,TX,78701,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0007
C0008,R20171113152000,RG0061,Entity,,,,ORACLE,,9515 TOWNE CENTRE DR.,,SAN DIEGO,CA,92121,SOFTWARE APPLICATIONS,,,,R20171113152000-C0008
C0009,R20171113152000,RG0061,Entity,,,,"QUALICO CR, L.P.",,1440 THE LAKES BLVD,,PFLUGERVILLE,TX,78660,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0009
C0010,R20171113152000,RG0061,Entity,,,,"RYAN COMPANIES, INC.",,111 CONGRESS AVE,STE 1850,AUSTIN,TX,78701,REAL ESTATE INVESTMENT/ DEVELOPMENT/ CONSTRUCTION,,,,R20171113152000-C0010
C0011,R20171113152000,RG0061,Entity,,,,"TAYLOR MORRISON OF TEXAS, INC.",,11200 LAKELINE BLVD,STE 150 A,AUSTIN,TX,78717,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0011
C0012,R20171113152000,RG0061,Entity,,,,"YETI COOLER, LLC",,5301 SOUTHWEST PARKWAY,STE 200,AUSTIN,TX,78735,RETAILER,,,,R20171113152000-C0012
C0013,R20171113152000,RG0061,Entity,,,,BRICKMAN,,2630 EXPOSITION BLVD,STE 114,AUSTIN,TX,78703,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0013
C0014,R20171113152000,RG0061,Entity,,,,CENTURY LAND HOLDINGS LLC,,6500 RIVER PLACE BLVD,,AUSTIN,TX,78730,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0014
C0015,R20171113152000,RG0061,Entity,,,,EURUS 8701 ATRIUM LLC,,7200 N. MOPAC,STE 450,AUSTIN,TX,78731,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0015
C0016,R20171113152000,RG0061,Entity,,,,LINCOLN PROPERTY COMPANY,,2000 MCKINNEY AVE,STE 100,DALLAS,TX,75201,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0016
C0017,R20171113152000,RG0061,Entity,,,,MCHALE,,111 CONGRESS AVE,STE 3000,AUSTIN,TX,78701,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0017
C0018,R20171113152000,RG0061,Entity,,,,"MU 15 INVESTMENTS, LTD.",,7200 N. MOPAC,STE 450,AUSTIN,TX,78731,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0018
C0019,R20171113152000,RG0061,Entity,,,,THE KURCEA COMPANY,,7200 N. MOPAC,STE 450,AUSTIN,TX,78731,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0019
C0020,R20171113152000,RG0061,Entity,,,,VELOCITY CREDIT UNION,,1717 W. 6TH STREET,STE 400,AUSTIN,TX,78703,FINANCIAL INSTITUTION,,,,R20171113152000-C0020
C0021,R20171113152000,RG0061,Entity,,,,"REDLEAF HIGHLAND, LLC",,4015 GUADALUPE ST.,,AUSTIN,TX,78751,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0021
C0022,R20171113152000,RG0061,Entity,,,,"SEAMLESS CAPITAL, L.P.",,4407 BEE CAVES RD,STE 421,AUSTIN,TX,78746,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0022
C0023,R20171113152000,RG0061,Entity,,,,STREAM REALTY,,515 CONGRESS AVE,STE 1300,AUSTIN,TX,78701,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0023
C0024,R20171113152000,RG0061,Entity,,,,"MVA-916, LLC",,515 CONGRESS AVE,STE 1400,AUSTIN,TX,78701,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0024
C0025,R20171113152000,RG0061,Entity,,,,"DAVIS WAYNE FS, LLC",,3821 JUNIPER TRACE,STE 207,AUSTIN,TX,78738,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0025
C0026,R20171113152000,RG0061,Entity,,,,WHITE LODGING SERVICES CORPORATION,,701 E. 83RD AVE,STE 17,MERRILLVILLE,IN,46410,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0026
C0027,R20171113152000,RG0061,Entity,,,,BARSHOP & OLES COMPANY,,801 CONGRESS AVE,STE 300,AUSTIN,TX,78701,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0027
C0028,R20171113152000,RG0061,Entity,,,,"SPEEDY STOP FOOD STORES, LTD",,P.O. BOX 1876,,VICTORIA,TX,77902,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0028
C0029,R20171113152000,RG0061,Entity,,,,HEB GROCERY STORES,,646 SOUTH MAIN,,SAN ANTONIO,TX,78204,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0029
C0030,R20171113152000,RG0061,Entity,,,,FASKEN OIL AND RANCH,,3600 BEE CAVES ROAD,STE 200,AUSTIN,TX,78746,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0030
C0031,R20171113152000,RG0061,Entity,,,,OBMSMG LLC,,250 N. HARTFORD AVE,,COLUMBUS,OH,43222,TECHNOLOGY,,,,R20171113152000-C0031
C0032,R20171113152000,RG0061,Entity,,,,OMNI HOTELS/ BARTON CREEK CONFERENCE CENTER,,4001 MAPLE AVENUE,STE 600,DALLAS,TX,75219,HOSPITALITY,,,,R20171113152000-C0032
C0033,R20171113152000,RG0061,Entity,,,,"TITAN CAPITAL INVESTMENT GROUP, LLC",,401 E. CITY AVE,STE 812,BALA CYNWYD,PA,19004,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0033
C0034,R20171113152000,RG0061,Entity,,,,GOVEIA COMMERCIAL REAL ESTATE,,24855 DEL PRADO,,DANA POINT,CA,92629,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0034
C0035,R20171113152000,RG0061,Entity,,,,HEB/ CHARLES BUTT (HOLDSWORTH CENTER),,646 SOUTH MAIN,,SAN ANTONIO,TX,78204,EDUCATIONAL CENTER,,,,R20171113152000-C0035
C0036,R20171113152000,RG0061,Entity,,,,"183 BLW, LP",,PO BOX 9190,,AUSTIN,TX,78766,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0036
C0037,R20171113152000,RG0061,Entity,,,,"2501 W. BRAKER, L.P.",,1601 MOPAC EXPRESSWAY,STE 175,AUSTIN,TX,78746,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0037
C0038,R20171113152000,RG0061,Entity,,,,ALLEGIANCE MOBILE HEALTH,,501 S. AUSTIN AVE,STE 1310,GEORGETOWN,TX,78626,AMBULATORY CARE,,,,R20171113152000-C0038
C0039,R20171113152000,RG0061,Entity,,,,AUSTIN ACHIEVE SCHOOLS,,5908 MANOR ROAD,,AUSTIN,TX,78723,EDUCATION,,,,R20171113152000-C0039
C0040,R20171113152000,RG0061,Entity,,,,AUSTIN BAPTIST CHURCH,,823 CONGRESS AVE,STE 111,AUSTIN,TX,78701,RELIGIOUS ASSEMBLY,,,,R20171113152000-C0040
C0041,R20171113152000,RG0061,Entity,,,,AUSTIN BOARD OF REALTORS,,4800 SPICEWOOD SPRINGS RD,,AUSTIN,TX,78759,RESIDENTIAL REAL ESTATE ORGANIZATION,,,,R20171113152000-C0041
C0042,R20171113152000,RG0061,Entity,,,,"AUSTIN PARK, LLC",,700 12TH STREET,STE 220,GOLDEN,CO,80401,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0042
C0043,R20171113152000,RG0061,Entity,,,,BLENHEIM CORPORATION,,4716 ST. JOHN'S DR,,DALLAS,TX,75205,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0043
C0044,R20171113152000,RG0061,Entity,,,,BROCK CONSULTING GROUP,,PO BOX 160340,,AUSTIN,TX,78716,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0044
C0045,R20171113152000,RG0061,Entity,,,,"CAPRIDGE PARTNERS, LLC",,823 CONGRESS AVE,,AUSTIN,TX,78701,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0045
C0046,R20171113152000,RG0061,Entity,,,,"CVR SHORELINE, L.P.",,1601 S. MOPAC EXPRESSWAY,STE D-175,AUSTIN,TX,78746,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0046
C0047,R20171113152000,RG0061,Entity,,,,"CWS CAPITAL PARTNERS, LLC",,9606 N. MOPAC EXPRESSWAY,STE 500,AUSTIN,TX,78759,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0047
C0048,R20171113152000,RG0061,Entity,,,,DOWNTOWN AUSTIN ALLIANCE,,211 E. 7TH STREET,STE 818,AUSTIN,TX,78701,ADVOCACY ORGANIZATION,,,,R20171113152000-C0048
C0049,R20171113152000,RG0061,Entity,,,,GABLES RESIDENTIAL,,608 AUSTIN CENTER BLVD,,AUSTIN,TX,78751,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0049
C0050,R20171113152000,RG0061,Entity,,,,HELPING HAND HOME FOR CHILDREN,,3804 AVENUE B,,AUSTIN,TX,78751,NON-PROFIT,,,,R20171113152000-C0050
C0051,R20171113152000,RG0061,Entity,,,,HPI REAL ESTATE & SERVICES INVESTMENT,,3600 N. CAPITAL OF TEXAS HWY,"BLDG B, STE 250",AUSTIN,TX,78746,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0051
C0052,R20171113152000,RG0061,Entity,,,,LAMBERT,,1316 S. CONGRESS AVE,,AUSTIN,TX,78704,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0052
C0053,R20171113152000,RG0061,Entity,,,,"MAGELLAN DEVELOPMENT GROUP, LLC",,225 N. COLUMBUS DRIVE,STE 100,CHICAGO,IL,60601,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0053
C0054,R20171113152000,RG0061,Entity,,,,MEREDITH FAMILY REVOCABLE TRUST,,248 ADDIE ROY RD,STE C200,AUSTIN,TX,78746,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0054
C0055,R20171113152000,RG0061,Entity,,,,"P & S INVESTMENTS I, LLC",,8208 LONG CANYON,,AUSTIN,TX,78730,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0055
C0056,R20171113152000,RG0061,Entity,,,,"PARKE PROPERITES I, L.P.",,1411 SLEDGE DRIVE,,AUSTIN,TX,78734,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0056
C0057,R20171113152000,RG0061,Individual,,SCOTT,,PARKER,,4213 HIDDEN CANYON COVE,,AUSTIN,TX,78746,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0057
C0058,R20171113152000,RG0061,Entity,,,,POWERFIN PARTNERS,,100 CONGRESS AVE,17TH FLOOR,AUSTIN,TX,78701,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0058
C0059,R20171113152000,RG0061,Entity,,,,RAWSON SAUNDERS SCHOOL,,2614 EXPOSITION BLVD,,AUSTIN,TX,78703,EDUCATION,,,,R20171113152000-C0059
C0060,R20171113152000,RG0061,Entity,,,,REDDEHASE,,715 GOLF CREST LN,,AUSTIN,TX,78734,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0060
C0061,R20171113152000,RG0061,Entity,,,,"REIT MANAGEMENT AND RESEARCH, LLC",,255 WASHINGTON STREET,STE 300,NEWTON,MA,02458,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0061
C0062,R20171113152000,RG0061,Individual,,ROBERT,,RICE,,54 RAINEY ST,#1004,AUSTIN,TX,78701,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0062
C0063,R20171113152000,RG0061,Entity,,,,ROBINSON RANCH,,PO BOX 9556,,AUSTIN,TX,78766,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0063
C0064,R20171113152000,RG0061,Entity,,,,RYAN STREET & ASSOCIATES,,2414 EXPOSITION BLVD,STE B-140,AUSTIN,TX,78703,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0064
C0065,R20171113152000,RG0061,Entity,,,,SUCCESS FOODS MANAGEMENT LLC DBA TORCHY'S TACOS,,4501 SPRINGDALE ROAD,,AUSTIN,TX,78723,RESTAURANTS,,,,R20171113152000-C0065
C0066,R20171113152000,RG0061,Entity,,,,THE BROHN GROUP,,1550 TIMOTHY ROAD,STE 201,ATHENS,GA,30606,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0066
C0067,R20171113152000,RG0061,Entity,,,,THE UNIVERSITY OF TEXAS SYSTEM,,201 WEST 7TH STREET,,AUSTIN,TX,78701,HIGHER EDUCATION,,,,R20171113152000-C0067
C0068,R20171113152000,RG0061,Entity,,,,TRAMMELL CROW,,100 CONGRESS AVE,STE 225,AUSTIN,TX,78701,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0068
C0069,R20171113152000,RG0061,Entity,,,,"TRAVIS HOTEL GROUP, LLC",,2711 N HASKELL AVE,STE 2800,DALLAS,TX,75204,HOSPITALITY,,,,R20171113152000-C0069
C0070,R20171113152000,RG0061,Entity,,,,"TRINE WOODS, LLC",,13945 U.S. HWY 183 N,STE D-190,AUSTIN,TX,78717,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0070
C0071,R20171113152000,RG0061,Entity,,,,"TRUDY'S TEXAS STAR, INC.",,8133 MESA DR.,#206,AUSTIN,TX,78759,RESTAURANTS,,,,R20171113152000-C0071
C0072,R20171113152000,RG0061,Entity,,,,W&G PARTNERSHIP,,2801 VIA FORTUNA,STE 525,AUSTIN,TX,78746,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0072
C0073,R20171113152000,RG0061,Entity,,,,HYDE PARK BAPTIST CHURCH,,3901 SPEEDWAY,,AUSTIN,TX,78751,RELIGOUS ASSEMBLY,,,,R20171113152000-C0073
C0074,R20171113152000,RG0061,Entity,,,,MAJOR LEAGUE SOCCER (MLS),,420 FIFTH AVENUE,7TH FL,NEW YORK,NY,10018,DEVELOPMENT OF SOCCER STADIUM AND PRACTICE FACILITIES,,,,R20171113152000-C0074
C0075,R20171113152000,RG0061,Entity,,,,HI TECH AUTO GROUP,,3800 SOUTHWEST FREEWAY,STE 300,HOUSTON,TX,77024,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0075
C0076,R20171113152000,RG0061,Entity,,,,MANIFOLD REAL ESTATE,,PO BOX 200463,,AUSTIN,TX,78720,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0076
C0077,R20171113152000,RG0061,Entity,,,,"PRECOURT SPORTS VENTURES, LLC",,1 BLACK & GOLD BLVD,,COLUMBUS,OH,43211,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171113152000-C0077
C0001,R20171115142049,RG0065,Individual,,CHRIS,,PACITTI,,300 W. 6TH STREET,STE 2300,AUSTIN,TX,78701,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171115142049-C0001
C0002,R20171115142049,RG0065,Entity,,,,"NELSEN PARTNERS, INC",,905 CONGRESS AVE,,AUSTIN,TX,78701,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171115142049-C0002
C0003,R20171115142049,RG0065,Entity,,,,KIPP AUSTIN,,8509 FM 969,,AUSTIN,TX,78724,EDUCATION,,,,R20171115142049-C0003
C0004,R20171115142049,RG0065,Individual,,JIM,,GALLEGOS,,5515 BALCONES DRIVE,,AUSTIN,TX,78731,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171115142049-C0004
C0005,R20171115142049,RG0065,Entity,,,,"CIRRUS LOGIC, INC",,800 W. 6TH,,AUSTIN,TX,78701,TECHNOLOGY,,,,R20171115142049-C0005
C0006,R20171115142049,RG0065,Entity,,,,"CARMA TEXAS, INC",,11501 ALTERRA PKWY,STE 100,AUSTIN,TX,78758,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171115142049-C0006
C0007,R20171115142049,RG0065,Entity,,,,"ENDEAVOR REAL ESTATE GROUP, LLC",,500 W. 5TH STREET,STE 700,AUSTIN,TX,78701,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171115142049-C0007
C0008,R20171115142049,RG0065,Entity,,,,ORACLE,,9515 TOWNE CENTRE DR.,,SAN DIEGO,CA,92121,SOFTWARE APPLICATIONS,,,,R20171115142049-C0008
C0009,R20171115142049,RG0065,Entity,,,,"QUALICO CR, L.P.",,1440 THE LAKES BLVD,,PFLUGERVILLE,TX,78660,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171115142049-C0009
C0010,R20171115142049,RG0065,Entity,,,,"RYAN COMPANIES, INC.",,111 CONGRESS AVE,STE 1850,AUSTIN,TX,78701,REAL ESTATE INVESTMENT/ DEVELOPMENT/ CONSTRUCTION,,,,R20171115142049-C0010
C0011,R20171115142049,RG0065,Entity,,,,"TAYLOR MORRISON OF TEXAS, INC.",,11200 LAKELINE BLVD,STE 150 A,AUSTIN,TX,78717,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171115142049-C0011
C0012,R20171115142049,RG0065,Entity,,,,"YETI COOLER, LLC",,5301 SOUTHWEST PARKWAY,STE 200,AUSTIN,TX,78735,RETAILER,,,,R20171115142049-C0012
C0013,R20171115142049,RG0065,Entity,,,,BRICKMAN,,2630 EXPOSITION BLVD,STE 114,AUSTIN,TX,78703,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171115142049-C0013
C0014,R20171115142049,RG0065,Entity,,,,CENTURY LAND HOLDINGS LLC,,6500 RIVER PLACE BLVD,,AUSTIN,TX,78730,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20171115142049-C0014
