Start,End,Lobbyist,Client,Industry,ClientAddress
2013-01-03,2014-01-03,Wm. Bray,Treaty Oak Bank,Property Owner,"101 Westlake Drive
Austin, Texas 78746
(30.28165, -97.808581)"
2013-01-03,2014-01-03,Nicholas Miller,Jack Brown Family III Limited Partnership,Property Owner/Developer,"3415 Northland Drive
Austin, Texas 78731
(30.33797, -97.758037)"
2013-01-03,2014-01-03,Nicholas Miller,"Scarbrough Wilson, Margaret",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303873, -97.736929)"
2013-01-03,2014-01-03,Nicholas Miller,"Turner, Ben,  Consort, Incorporated",Property Owner,"315 Bowie Street
Austin, Texas 78703
(30.269522, -97.753284)"
2013-01-03,2014-01-03,Nicholas Miller,Austin Chronicle Corporation,Property Owner,"P.O. Box 49066
Austin, Texas 78765
"
2013-01-03,2014-01-03,Wm. Bray,"URSTCO, L.P.",Property Owner,"6025 Kelsing Cove
Austin, Texas 78735
(30.247962, -97.876388)"
2013-01-03,2014-01-03,Wm. Bray,"Rodriguez, Robert A.",Property Owner,"4900 Old Manor Road
Austin, Texas 78723
(30.297901, -97.692076)"
2013-01-03,2014-01-03,Wm. Bray,St. David's Community Health Foundation Initiatives,Healthcare Provider,"811 Barton Springs Road, Ste 600
Austin, Texas 78704
(30.259293, -97.752703)"
2013-01-03,2014-01-03,Wm. Bray,"Floresta Properties #3, LLC",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303873, -97.736929)"
2013-01-03,2014-01-03,Nicholas Miller,"Floresta Properties #1, LLC",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303873, -97.736929)"
2013-01-03,2014-01-03,Nicholas Miller,"Rodriguez, Robert A.",Property Owner,"4900 Old Manor Road
Austin, Texas 78723
(30.297901, -97.692076)"
2013-01-03,2014-01-03,Wm. Bray,"Kevin Hunter Camco Land, LTD ",Property Owner,"1016 Mopac Circle, Suite 102
Austin, Texas 78746
(30.2659, -97.784867)"
2013-01-03,2014-01-03,Nicholas Miller,"KXAN, Inc.",Property Owner,"908 West Martin Luther King
Austin, Texas 78701
(30.283238, -97.747275)"
2013-01-03,2014-01-03,Nicholas Miller,"Troublemaker Studios, LP",Film Industry,"4900 Old Manor Road
Austin, Texas 78723
(30.297901, -97.692076)"
2013-01-03,2014-01-03,Nicholas Miller,"Stratagem Development., LTD",Property Owner,"3001 South Lamar Bouldvard, Suite 101
Austin, Texas 78704
"
2013-01-03,2014-01-03,Wm. Bray,"Avellan, Elizabeth ",Property Owner,"4900 Old Manor Road
Austin, Texas 78723
(30.297901, -97.692076)"
2013-01-03,2014-01-03,Nicholas Miller,"Met Center NYCTEX, Ltd.",Property Owner,"1135 W. 6th Street, Suite 120
Austin, Texas 78701
(30.272663, -97.756975)"
2013-01-03,2014-01-03,Wm. Bray,"Scarbrough Ventures, L.L.C.",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303873, -97.736929)"
2013-01-03,2014-01-03,Wm. Bray,"URSTCO GP, Inc","Sales, Business and Rental","6025 Kelsing Cove
Austin, Texas 78735
(30.247962, -97.876388)"
2013-01-03,2014-01-03,Nicholas Miller,The Muskin Company,Property Owner,"4601 Spicewood Springs Road, Building 4, Suite 100
Austin, Texas 78759
(30.37499, -97.760187)"
2013-01-03,2014-01-03,Wm. Bray,"Floresta Properties #2, LLC",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303873, -97.736929)"
2013-01-03,2014-01-03,Wm. Bray,"Ardent Residential, LP",Property Owner/ Developer,"5350 Burnet Road, #216
Austin, Texas 78756
(30.327783, -97.739755)"
2013-01-03,2014-01-03,Wm. Bray,The Muskin Company,Property Owner,"4601 Spicewood Springs Road, Building 4, Suite 100
Austin, Texas 78759
(30.37499, -97.760187)"
2013-01-03,2014-01-03,Nicholas Miller,"Alliance Residential, LLC",Real Estate Development,"3108 North Lamar
Austin, Texas 78705
(30.300716, -97.745938)"
2013-01-03,2014-01-03,Wm. Bray,"Lack & Hurley, Incorporated",Property Owner,"P. O. Box 2086
Austin, Texas 78768
"
2013-01-03,2014-01-03,Wm. Bray,"Champion, Josie, Juanita Meier and Mary Margaret Roberson",Property Owner,"6700 Lakewood Drive
Austin, Texas 78731
(30.366382, -97.787057)"
2013-01-03,2014-01-03,Wm. Bray,Jack Brown Family III Limited Partnership,Property Owner/Developer,"3415 Northland Drive
Austin, Texas 78731
(30.33797, -97.758037)"
2013-01-03,2014-01-03,Wm. Bray,"Pinkston, Lica",Property Owner,"P.O. Box 1277
Alice, Texas 78333
"
2013-01-03,2014-01-03,Nicholas Miller,"Avellan, Elizabeth ",Property Owner,"4900 Old Manor Road
Austin, Texas 78723
(30.297901, -97.692076)"
2013-01-03,2014-01-03,Wm. Bray,"HRI Development, Incorporated",Real Estate Development,"Southwest Tower Building, 211 East 7th Street, Suite 709
Austin, Texas 78701
"
2013-01-03,2014-01-03,Nicholas Miller,"International Bank of Commerce, Laredo, Texas",Property Owner,"816 Congress Avenue
Austin, Texas 78701
(30.270483, -97.741914)"
2013-01-03,2014-01-03,Nicholas Miller,"SXSW, Incorporated",Music Industry,"P.O. Box 49066
Austin, Texas 78765
"
2013-01-03,2014-01-03,Wm. Bray,"Bread & Circus, LLC ",Property Owner,"1007 East 40th Street
Austin, Texas 78751
(30.297085, -97.719543)"
2013-01-03,2014-01-03,Wm. Bray,"Floresta Properties #1, LLC",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303873, -97.736929)"
2013-01-03,2014-01-03,Nicholas Miller,"Floresta Properties #4, LLC",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303873, -97.736929)"
2013-01-03,2014-01-03,Nicholas Miller,"Champion, Josie, Juanita Meier and Mary Margaret Roberson",Property Owner,"6700 Lakewood Drive
Austin, Texas 78731
(30.366382, -97.787057)"
2013-01-03,2014-01-03,Nicholas Miller,"Christopher Commercial, Inc.",Property Owner,"12918 Shops Parkway, Suite 600
Bee Cave, Texas 78738
(30.308003, -97.945467)"
2013-01-03,2014-01-03,Nicholas Miller,"Dildy, Charles S. &  Bertha Magdelan Steger, Trustees",Property Owner,"700 Westbrook Drive
Austin, Texas 78746
(30.284031, -97.796247)"
2013-01-03,2014-01-03,Nicholas Miller,"Saint Edward's University, Inc.",Real Property Owner,"3001 South Congress
Austin, Texas 78704
(30.231903, -97.758818)"
2013-01-03,2014-01-03,Wm. Bray,"International Bank of Commerce, Laredo, Texas",Property Owner,"816 Congress Avenue
Austin, Texas 78701
(30.270483, -97.741914)"
2013-01-03,2014-01-03,Nicholas Miller,"Film Society of Austin, Incorporated",Film Industry,"1901 East 51st Street
Austin, Texas 78723
(30.301509, -97.69472)"
2013-01-03,2014-01-03,Wm. Bray,"Scarbrough Wilson, Margaret",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303873, -97.736929)"
2013-01-03,2014-01-03,Nicholas Miller,Jack Brown Companies,Property Owner,"1316 West 5th Street
Austin, Texas 78703
(30.272635, -97.760641)"
2013-01-03,2014-01-03,Nicholas Miller,"South IH-35 Investors, LP",Property Owner,"4131 Spicewood Springs Road, Bldg. C-5
Austin, Texas 78759
(30.37055, -97.755412)"
2013-01-03,2014-01-03,Wm. Bray,"Robbins, Stuart B.",Property Owner,"725 Chestnut
Waban, Massachusetts 02468
(42.325034, -71.226478)"
2013-01-03,2014-01-03,Wm. Bray,Kitchell Development Company,Real Estate Development,"703 Palomar Airport Road, Suite 320
Carlsbad, California 92011
(33.122106, -117.324034)"
2012-10-22,2013-10-22,Donald Martin,"OHL, USA",Real Estate,"9725 NW 117th Ave, Suite 105
Miami, Florida 33178
(25.863834, -80.386802)"
2012-10-22,2013-10-22,Donald Martin,OHL/Zachary,Construction,"9725 NW 117th Street, Suite 105
Miami, Florida 33178
"
2012-10-22,2013-10-22,Donald Martin,Journeyman Construction,Construction,"7701 N. Lamar
Austin, Texas 78752
(30.345203, -97.713786)"
2012-10-22,2013-10-22,Donald Martin,Don Martin Public Affairs,Public Affairs,"901 Rio Grande, Suite 203
Austin, Texas 78701
(30.272744, -97.748457)"
2012-10-22,2013-10-22,Donald Martin,Spurs Sports and Entertainment,Entertainment,"One AT&amp;T Center
San Antonio, Texas 78219
"
2012-10-22,2013-10-22,Donald Martin,Fine Line Diversified Development,Real Estate,"201 Main, Suite 3100
Fort Worth, Texas 76102
(32.756449, -97.332429)"
2012-10-22,2013-10-22,Donald Martin,"Brightman Energy, LLC",Electric Energy Provider,"100 Congress, Suite 2000
Austin, Texas 78701
(30.263622, -97.744452)"
2012-10-22,2013-10-22,Donald Martin,American Constructors,Construction,"4330 Gaines Loop, suite 230
Austin, Texas 78735
"
2012-10-22,2013-10-22,Donald Martin,"Lynxs, LLC",Parking,"106 East 6th Street, Suite 550
Austin, Texas 78701
(30.26793, -97.742359)"
2012-10-19,2013-10-19,Frank Del Castillo,One World Theatre,Entertainment,"7700 Bee Cave Road
Austin, Texas 78746
(30.310065, -97.845592)"
2012-10-19,2013-10-19,Frank Del Castillo,"Rancho Garza, Ltd",Land Development,"17830 Serene Hills Pass
Austin, Texas 78738
(30.345051, -98.000843)"
2012-10-19,2013-10-19,Frank Del Castillo,Cornerbrook Development,Multi-family Development,"1025 Dulles Avenue, Suite 815
Stafford, Texas 77477
(29.610852, -95.582437)"
2012-10-19,2013-10-19,Frank Del Castillo,Austin Community College District,Community College,"5930 Middle Fiskville Road
Austin, Texas 78752
(30.322262, -97.710973)"
2012-09-28,2013-09-28,Cheryl Burtzel,National Joint Powers Alliance,Procurement,"202 12th Street, NE
Staples, Minnesota 56479
(46.356489, -94.783979)"
2012-09-27,2013-09-27,Amelia Lopez,Austin Community College District,Community College,"5930 Middle Fiskville Road
Austin, Texas 78752
(30.322262, -97.710973)"
2012-09-27,2013-09-27,Amelia Lopez,Cornerbrook Development,Multi-family Development,"1025 Dulles Avenue, Suite 815
Stafford, Texas 77477
(29.610852, -95.582437)"
2012-09-27,2013-09-27,Amelia Lopez,"Rancho Garza, Ltd",Land Development,"17830 Serene Hills Pass
Austin, Texas 78738
(30.345051, -98.000843)"
2012-09-27,2013-09-27,Amelia Lopez,One World Theatre,Entertainment,"7700 Bee Cave Road
Austin, Texas 78746
(30.310065, -97.845592)"
2012-07-05,2013-07-05,William Berger,Seton Healthcare ,Healthcare Provider,"1345 Philomena St., Ste 410
Austin, Texas 78723
(30.302175, -97.707802)"
2012-07-05,2013-07-05,Ashton Cumberbatch,Seton Healthcare ,Healthcare Provider,"1345 Philomena St., Ste 410
Austin, Texas 78723
(30.302175, -97.707802)"
2012-04-25,2013-04-25,Allen Halbrook,Davey Tree Expert Company,Tree Trimming,"PO Box 5015
Livermore, California 94551
"
2012-04-17,2013-04-17,"Tom ""Smitty Smith",Public Citizen,Non-Profit,"1303 San Antonio
Austin, Texas 78701
(30.276329, -97.744756)"
2012-03-23,2013-03-23,Brian Bower,American Heart Association,Non-profit Public Health Organization,"10900-B Stonelake Blvd, Ste 320
Austin, Texas 78759
"
2012-03-23,2013-03-23,Joel Romo,American Heart Association,Non-profit Public Health Organization,"10900-B Stonelake Blvd, Ste 320
Austin, Texas 78759
"
2012-03-09,2013-03-09,Jay Hailey,Apple Inc.,Computer and Consumer Electronic Products,"1 Infinite Loop
Cupertino, California 95014
(37.331706, -122.030757)"
2012-03-09,2013-03-09,Jay Hailey,"RedLeaf Properties, LLC",Real Estate,"4330 Gaines Ranch Loop, Suite 100
Austin, Texas 78735
(30.242061, -97.815905)"
2012-03-09,2013-03-09,Jay Hailey,"RedLeaf Highland, LLC",Real Estate,"4330 Gaines Ranch Loop. Suite 1000
Austin, Texas 78735
"
2012-03-05,2013-03-05,Janice Cartwright,"The Real Estate Council of Austin, Inc.",Non-profit Corporation,"98 San Jacinto Blvd., Suite 510
Austin, Texas 78701
(30.262712, -97.742141)"
2012-01-19,2013-01-18,"Theodore Wickersham, Jr.",Solar Austin Foundation,Business Association,"1303 San Antonio Street
Austin, Texas 78701
(30.276626, -97.744644)"
2012-01-17,2013-01-16,David Herndon,"Twin Oaks Associates, LTD c/o Mr. Joe Jung",Property Owner,"400 East St. Elmo
Austin, Texas 78745
"
2012-01-12,2013-01-11,Ronnie  Volkening,Texas Retailers Association,Trade Association and Retailers,"504 West 12th Street
Austin, Texas 78701
(30.275406, -97.74577)"
2012-01-07,2013-01-06,Manuel Escobar,"United Cab, LLC",Taxicab Company,"18416 Dry Brooks Loop
Pflugerville, Texas 78660
"
2012-01-07,2013-01-06,Brian Thompson,"United Cab, LLC",Taxicab Company,"18416 Dry Brooks Loop
Pflugerville, Texas 78660
"
2012-01-06,2013-01-05,Rebecca Moss,Waller Creek Conservancy,Not-for-profit entity for dev. of Waller Creek Project.,"2909 West 35th Street
Austin, Texas
(30.31182, -97.764185)"
2012-01-06,2013-01-05,Rebecca Moss,"Catellus Commercial Group, LLC",Real Estate Developer,"5720 LBJ Freeway, Suite 190
Dallas, Texas 75240
"
2012-01-06,2013-01-05,Rebecca Moss,Lennar Buffington Colorado Crossing LP,Real Estate Development,"12301 Research Blvd., Bldg. 4, Suite 450
Dallas, Texas 75225
"
2012-01-06,2013-01-05,Rebecca Moss,"Yacktman, Stephen and Ellyn",Real Estate,"3571 Fart West Blvd., #82
Austin, Texas 78731
"
2012-01-06,2013-01-05,Rebecca Moss,"DFI Resources, LLC",Real Estate Development,"3801 Capitol of Texas Highway North, Suite F200
Austin, Texas 78746
(30.335239, -97.806112)"
2012-01-06,2013-01-05,Rebecca Moss,"National Works, Incorporated",Provider & Applicator of Manhole Coatings and Wastewater Pipe Linings,"P. O. Box 310909
New Braunfels, Texas 78131
"
2012-01-06,2013-01-05,Rebecca Moss,Delaware North Companies/Travel Hospitality Services ,"Specialty food,beverage and retail concessions and merchandise","438 Main Street
Buffalo, New York 14202
(42.885936, -78.874293)"
2011-11-18,2012-11-17,Snapper Carr,Connecticut General Life Insurance Company,Healthcare Providor,"900 Cottage Grove Road
Hartford, Connecticut 06152
"
2011-11-18,2012-11-17,Brandon Aghamalian,Connecticut General Life Insurance Company,Healthcare Providor,"900 Cottage Grove Road
Hartford, Connecticut 06152
"
2011-08-17,2012-08-16,Travis Phillips,"720 Lamar Place, L.C",Property Owner,"PO Box 6110
Austin, Texas 78761
"
2011-08-17,2012-08-16,Travis Phillips,"Reagan National Advertising, Incorporated",Outdoor Advertising,"7301 Burleson Road
Austin, Texas 78744
(30.19485, -97.70165)"
2011-08-17,2012-08-16,Travis Phillips,Lee's Meat Market ,Property Owner,"1601 West 38th Street, Suite 12
Austin, Texas 78731
(30.308718, -97.749802)"
2011-08-17,2012-08-16,Travis Phillips,Texas Capital Bank,Banking Association,"114 West 7th Street, Suite 300
Austin, Texas 78701
(30.269243, -97.743375)"
2011-08-17,2012-08-16,Travis Phillips,"LUCE, Incorporated",Developer,"1408-C Nickerson
Austin, Texas 78704
(30.249351, -97.748511)"
2011-08-17,2012-08-16,Travis Phillips,Leveland Homes ,Property Owner,"3703 Jefferson Street
Austin, Texas 78731
(30.308966, -97.750756)"
2011-08-17,2012-08-16,Travis Phillips,The Brick Oven Restaurant ,Property Owner,"1608 West 35th Street
Austin, Texas 78703
(30.307368, -97.750962)"
2011-08-17,2012-08-16,Travis Phillips,"408 Sterzing, LLC",Land Development Company,"203 Colorado Street
Austin, Texas 78701
(30.264912, -97.745443)"
2011-08-17,2012-08-16,Travis Phillips,"Lorenz, Perry",Property Owner,"1311-A East 6th Street
Austin, Texas 78702
(30.264023, -97.729402)"
2011-08-17,2012-08-16,Travis Phillips,Austin's Pizza,Property Owner,"1600 West 35th Street
Austin, Texas 78703
(30.307301, -97.750845)"
2011-08-17,2012-08-16,Travis Phillips,V & S Enterprises,Commercial Real Property Management,"P. O. Box 6110
Austin, Texas 78761
"
2011-08-17,2012-08-16,Travis Phillips,Insurance Auto Auctions,Auto Salvage,"1000 Dalton Lane
Austin, Texas 78742
(30.229956, -97.670983)"
2011-08-17,2012-08-16,Travis Phillips,Asterisk Group Incorporated,Property Owner,"1601 West 38th Street, Suite 201
Austin, Texas 78731
(30.308718, -97.749802)"
2011-08-17,2012-08-16,Travis Phillips,"Nadeau, Sean",Real Property Owner,"100 Michael Angelo Way, Building E, Suite 600
Austin, Texas 78728
(30.471315, -97.674887)"
2011-08-17,2012-08-16,Travis Phillips,"Radec Management, Incorporated",Property Management,"P. O. Box 29837
Austin, Texas 78735
"
2011-08-17,2012-08-16,Travis Phillips,"Oxford Alliance Investments, LP",Land Development Company,"2700 Via Fortuna, Building II, Suite 100
Austin, Texas 78746
"
2011-08-17,2012-08-16,Travis Phillips,Subway ,Property Owner,"3710 Crawford Street
Austin, Texas 78731
(30.307721, -97.749109)"
2011-08-17,2012-08-16,Travis Phillips,Pacifica Host Hotels ,Hotel,"1775 Hancock Street, Suite 110
San Diego, California 92110
(32.742363, -117.184102)"
2011-08-17,2012-08-16,Travis Phillips,"Rob Roy Homeowners Association c/o Alliance Management, Incorporated ",Neighborhood Association,"115 Wild Basin Road, Suite 308
Austin, Texas 78746
(30.30546, -97.82576)"
2011-08-17,2012-08-16,Travis Phillips,Northwest Austin Civic Association,Neighborhood Association,"P.O. Box 26654
Austin, Texas 78755
"
2011-08-17,2012-08-16,Travis Phillips,Zachary Scott Theatre,Property Owner,"1510 Toomey Road
Austin, Texas 78704
(30.263897, -97.75956)"
2011-08-17,2012-08-16,Travis Phillips,Kerbey Lane Cafe,Property Owner,"3706 Kerbey Lane
Austin, Texas 78731
(30.308035, -97.75022)"
2011-08-17,2012-08-16,Travis Phillips,"Verbena Design Studio, LLC ",Property Owner,"1601 West 38th Street, Suite 9
Austin, Texas 78731
(30.308718, -97.749802)"
2011-08-17,2012-08-16,Travis Phillips,"Fagan, Dennis, Still & Moving Pictures",Property Owner,"1601 West 38th Street, Suite 201
Austin, Texas 78731
(30.308718, -97.749802)"
2011-08-17,2012-08-16,Travis Phillips,MTG Management,Commerical Real Property Management,"PO Box 6110
Austin, Texas 78761
"
2011-08-17,2012-08-16,Travis Phillips,"Trilogy Enterprises, Incorporated ",Property Owner,"6011 West Courtyard Drive
Austin, Texas 78730
(30.354363, -97.797703)"
2011-08-17,2012-08-16,Travis Phillips,Noble Savage Design/Build,Property Owner,"3703 Jefferson Street
Austin, Texas 78731
(30.308966, -97.750756)"
2011-08-17,2012-08-16,Travis Phillips,AECOM,Engineers,"400 West 15th Street, Suite 500
Austin, Texas 78701
(30.278024, -97.743199)"
2011-08-17,2012-08-16,Travis Phillips,"Calderon, Alex and Mark",Property Owner,"3703 Kerbey Lane
Austin, Texas 78731
(30.307752, -97.750405)"
2011-08-17,2012-08-16,Travis Phillips,"Ross, Robert",Property Owner,"1601 West 38th Street, Suite 108
Austin, Texas 78731
(30.308718, -97.749802)"
2011-08-17,2012-08-16,Travis Phillips,"Riverside Resources Investments, Limited ",Property Owner,"100 Congress Avenue, Suite 780
Austin, Texas 78701
(30.263622, -97.744452)"
2011-08-17,2012-08-16,Travis Phillips,"Saint Edward's University, Inc.",Real Property Owner,"3001 South Congress
Austin, Texas 78704
(30.231903, -97.758818)"
2011-08-17,2012-08-16,Travis Phillips,Pasta & Company ,Property Owner,"3502 Kerbey Lane
Austin, Texas 78731
(30.307539, -97.750544)"
2011-08-17,2012-08-16,Travis Phillips,Amaz for Hair ,Property Owner,"1509 West 38th Street, Suite 10
Austin, Texas 78731
(30.308113, -97.749138)"
2011-08-17,2012-08-16,Travis Phillips,Anderson's Coffee,Property Owner,"1601 West 38th Street, Suite 2
Austin, Texas 78731
(30.308718, -97.749802)"
2011-08-17,2012-08-16,Travis Phillips,Shoal Creek Saloon,Property Owner,"909 North Lamar
Austin, Texas 78703
(30.274307, -97.752578)"
2011-08-17,2012-08-16,Travis Phillips,"Peter T. Martin and Kevin McNeil Martin & Martin Law, P.C. ",Property Owner,"3811 Turtle Creek Boulevard, Suite 1620
Dallas, Texas 75219
(32.813434, -96.800354)"
2011-08-17,2012-08-16,Travis Phillips,"Cobalt Partners, Limited ",Property Owner,"608 West 24th Street
Austin, Texas 78705
(30.287984, -97.745437)"
2011-08-17,2012-08-16,Travis Phillips,Oak Hill United Methodist Church,Property Owner,"7815 Highway 290 West
Austin, Texas 78736
(30.229041, -97.885734)"
2011-08-17,2012-08-16,Travis Phillips,Franzetti Jewelers,Property Owner,"3707 Kerbey Lane
Austin, Texas 78731
(30.308056, -97.750206)"
2011-08-17,2012-08-16,Travis Phillips,P & H Medical Solutions,Property Owner,"1509 Old West 38th Street, Suite 2
Austin, Texas 78731
(30.308157, -97.749463)"
2011-08-17,2012-08-16,Travis Phillips,Berns Commercial Properties,Real Property Owner,"1515 Capital of Texas Highway, Suite 412
Austin, Texas 78746
(30.318057, -97.822252)"
2011-08-17,2012-08-16,Travis Phillips,Garden Room ,Property Owner,"1601 West 38th Street, Suite 5
Austin, Texas 78731
(30.308718, -97.749802)"
2011-08-17,2012-08-16,Travis Phillips,"Aguirre, Antolin",Mobile Vending,"7900 Peaceful Hill Lane
Austin, Texas 78748
(30.181198, -97.787775)"
2011-08-17,2012-08-16,Travis Phillips,Contessa Gallery ,Property Owner,"3705 Kerbey Lane
Austin, Texas 78731
(30.307943, -97.75028)"
2011-08-17,2012-08-16,Travis Phillips,"Grubb & Ellis Reality Investors, LLC ",Real Property Owner,"4 Hutton Centre, Suite 700
S. Coast Metro, California 92707
"
2011-08-17,2012-08-16,Travis Phillips,bella-mi Childrens Store,Property Owner,"1601 West 38th Street, Suite 3
Austin, Texas 78731
(30.308718, -97.749802)"
2011-08-17,2012-08-16,Travis Phillips,Oliva's Tailor Shop,Property Owner,"3703 Jefferson Street
Austin, Texas 78731
(30.308966, -97.750756)"
2011-08-17,2012-08-16,Travis Phillips,Bunkhouse Management,Developer,"1408 Nickerson, #C
Austin, Texas 78704
"
2011-08-17,2012-08-16,Travis Phillips,Capitol City Imports,Property Owner,"7900 South Congress Avenue
Austin, Texas 78704
(30.178928, -97.783399)"
2011-08-17,2012-08-16,Travis Phillips,Eanes Community Alliance,Community Association,"400 Lowell Lane
Austin, Texas 78733
(30.316923, -97.848866)"
2011-08-17,2012-08-16,Travis Phillips,Monocoque Diversified Interests,Real Property Owner,"1214 West 9th Street
Austin, Texas 78703
(30.275899, -97.757136)"
2011-08-17,2012-08-16,Travis Phillips,Versa Development,Property Owner,"4733 College Park, Suite 200
San Antonio, Texas 78249
(29.587387, -98.579335)"
2011-08-17,2012-08-16,Travis Phillips,Bouldin Creek Neighborhood Association,Neighborhood Association,"P. O. Box 3683
Austin, Texas 78764
"
2011-08-17,2012-08-16,Travis Phillips,Estilio Valdez Salon ,Property Owner,"3700 Jefferson Street
Austin, Texas 78731
(30.308948, -97.750768)"
2011-08-17,2012-08-16,Travis Phillips,Cathedral of Junk ,Property Owner,"4422 Lareina Drive
Austin, Texas 78704
(30.219617, -97.770874)"
2011-08-17,2012-08-16,Travis Phillips,Sportsman's Barbershop,Property Owner,"6011 Jefferson Street
Austin, Texas 78731
"
2011-08-17,2012-08-16,Travis Phillips,"Wiman, Sophie",Property Owner,"1601 West 38th Street, Suite 12
Austin, Texas 78731
(30.308718, -97.749802)"
2011-08-17,2012-08-16,Travis Phillips,Bradz Salon,Property Owner,"1510 West 35th Street
Austin, Texas 78731
(30.307126, -97.750391)"
2011-08-17,2012-08-16,Travis Phillips,Tri Recycling Incorporated ,Recycling Company,"P.O. Box 26499
Austin, Texas 78755
"
2011-08-17,2012-08-16,Travis Phillips,"Liemandt, Joseph and Andra",Real Property Owner,"801 West 5th Street, Suite 2903
Austin, Texas 78703
(30.269461, -97.751744)"
2011-08-17,2012-08-16,Travis Phillips,"Second Congress, Limited",Land Development Company,"6001 West William Cannon, Building 2, Suite 201
Austin, Texas 78749
"
2011-08-17,2012-08-16,Travis Phillips,"Miller, John Calhoun",Property Owner,"1509 Old West 38th Street, Suite 3
Austin, Texas 78731
(30.308157, -97.749463)"
2011-08-17,2012-08-16,Travis Phillips,Capelli Salon ,Property Owner,"3709 Kerbey Lane
Austin, Texas 78731
(30.308249, -97.750081)"
2011-08-17,2012-08-16,Travis Phillips,"Zilker Park Residences Partners, L.P.",Land Development Company,"P.O. Box 684707
Austin, Texas 78768
"
2011-08-17,2012-08-16,Travis Phillips,The Menagerie,Property Owner,"1601 West 38th Street, Suite #7
Austin, Texas 78731
(30.308718, -97.749802)"
2011-08-17,2012-08-16,Travis Phillips,Caroline's,Property Owner,"3700 Kerbey Lane
Austin, Texas 79731
(30.308017, -97.750232)"
2011-08-17,2012-08-16,Travis Phillips,Elan Hair Salon,Property Owner,"1601 West 38th Street, Suite 10
Austin, Texas 78731
(30.308718, -97.749802)"
2011-08-17,2012-08-16,Travis Phillips,"Keyes, Mary Alice",Real Property Owner,"1214 West 9th Street
Austin, Texas 78703
(30.275899, -97.757136)"
2011-08-17,2012-08-16,Travis Phillips,Avis Rent-A-Car,Property Owner,"1610 West 35th Street
Austin, Texas 78731
(30.307508, -97.751168)"
2011-08-17,2012-08-16,Travis Phillips,Prevarian Hospital Partners ,Property Owner,"5949 Sherry Lane, Suite 835
Dallas, Texas 75225
(32.862324, -96.810102)"
2011-08-17,2012-08-16,Travis Phillips,Fotowatio Renewable Ventures ,Solar Power Company,"44 Montgomery Street, Suite 2200
San Francisco, California 94104
(37.789704, -122.402127)"
2011-08-17,2012-08-16,Travis Phillips,"The Samuel Group Architects, Inc",Real Property Owner,"501 Congress Avenue, Suite 130
Austin, Texas 78701
(30.267127, -97.743147)"
2011-08-17,2012-08-16,Travis Phillips,Magic Carpet,Property Owner,"1601 West 38th Street, Suite 11
Austin, Texas 78731
(30.308718, -97.749802)"
2011-08-17,2012-08-16,Travis Phillips,Russell's Bistro ,Property Owner,"1601 West 38th Street, Suite 1
Austin, Texas 78731
(30.308718, -97.749802)"
2011-08-17,2012-08-16,Travis Phillips,Criterion Development Partners ,Land Development Company,"14180 North Dallas Parkway, Ste 515
Dallas, Texas 75254
(32.941054, -96.821761)"
2011-08-17,2012-08-16,Travis Phillips,"Gemini Solar Development Company c/o Sun Tech Power Holdings Co., LTD ",Solar Power Company,"71 Stevenson Street, 10th Floor
San Fransisco, California 94105
(37.789532, -122.399922)"
2011-08-17,2012-08-16,Travis Phillips,NuRock Development,Real Property Owner,"580 Decker Drive, Suite 208
Irving, Texas 75062
(32.857179, -96.934705)"
2011-08-17,2012-08-16,Travis Phillips,Wendow,Property Owner,"1512 West 35th Street, Suite 100
Austin, Texas 78731
(30.307127, -97.7504)"
2011-08-17,2012-08-16,Travis Phillips,"Highland Park West, Limited ",Neighborhood Association,"3301 Hancock Drive, Suite 6
Austin, Texas 78731
(30.332609, -97.759475)"
2011-08-17,2012-08-16,Travis Phillips,Russell's Bakery ,Property Owner,"1601 West 38th Street, Suite 1
Austin, Texas 78731
(30.308718, -97.749802)"
2011-08-17,2012-08-16,Travis Phillips,"Ehrlich, Robert",Property Owner,"1601 W. 38th Street, Suite 206
Austin, Texas 78731
(30.308718, -97.749802)"
2011-08-16,2012-08-15,Deborah Reyes,"Advance America - Cash Advance Centers, Inc.",Financial Services,"135 N. Church Street
Spartanburg, South Carolina 29306
(34.950463, -81.932052)"
2011-05-10,2012-05-09,Leonard Smith,Forestar (USA) Real Estate Group ,Land Development & Sales,"6300 Bee Cave Road Building 2, Suite 500
Austin, Texas 78746
(30.296418, -97.830654)"
2011-05-10,2012-05-09,Leonard Smith,Shoreline Christian Center,Religious Organization,"16201 Burnet Road
Austin, Texas 78728
(30.472656, -97.690231)"
2011-05-10,2012-05-09,Leonard Smith,The RK Group ,Catering and Event Services,"1220 East Commerce
San Antonio, Texas 78205
(29.421277, -98.476772)"
