Date,Client,Cumulative
2015-08-06,Feld Entertainement,2
2015-08-18,Covered Bridge Property Owners Association,2
2015-08-18,Hill Country Estates Homeowners Association,2
2015-08-18,Onion Creek Club,2
2015-08-18,Roy Cavanaugh,6
2015-08-19,Allegiant Air,2
2015-08-20,American Heart Association,14
2015-08-29,HNTB,3
2015-09-01,Benchmark Development/Goodnight Ranch,2
2015-09-01,Condominiums at Tuscany Oaks,3
2015-09-01,D. R. Horton,3
2015-09-01,JBS Holdings,2
2015-09-01,Journeyman Construction,2
2015-09-01,M.J. Investments,2
2015-09-01,MOMARK Development,2
2015-09-01,Michael Young,2
2015-09-01,"Nassour, Jimmy",2
2015-09-01,Schlosser Development,2
2015-09-01,Texas Association of Counties Risk Management Pool,2
2015-09-05,Masterplan,3
2015-09-12,A and M Option 541,4
2015-09-12,Austin Christian Fellowship,1
2015-09-12,Avion Park,1
2015-09-12,Braker Valley,2
2015-09-12,Buffalo Equities,2
2015-09-12,Driveway Austin,2
2015-09-12,Foremost Partners,1
2015-09-12,Intermandeco GP,1
2015-09-12,KB Home Central Texas Division,1
2015-09-12,KB Home Lone Star,3
2015-09-12,RKS Texas Investments,4
2015-09-12,Robert Turner,5
2015-09-16,Workers Defense Project,2
2015-09-19,AT&T,14
2015-09-29,Reagan National Advertising,10
2015-09-29,Reagan Signs,2
2015-10-06,Cielo Property Group,1
2015-10-06,County Line,2
2015-10-06,First Hartford Realty,3
2015-10-06,Fremont Holdings,1
2015-10-06,Generational Commercial Properties,1
2015-10-06,Life Austin,1
2015-10-06,S.H. 130-71 Holdings,1
2015-10-06,Schwab,1
2015-10-06,Springdale Farms,3
2015-10-06,Steve Pagura,1
2015-10-06,Stratford Land,3
2015-10-06,Sutton Company,1
2015-10-06,Taurus of Texas GP,1
2015-10-06,The Hanover Company,3
2015-10-10,AT&T,15
2015-10-10,Austin Board of Realtors,11
2015-10-10,Balcones Resources,9
2015-10-10,Hopper Communities,5
2015-10-10,Ledcor Properties Company,5
2015-10-10,Lincoln Property Company,7
2015-10-10,Oden Hughes,9
2015-10-10,Techridge Spectrum B.C.,5
2015-10-10,Texas Research International,5
2015-10-15,405 Colorado Holdings,2
2015-10-15,6ixth Street Austin,3
2015-10-15,93 Red River Investors,1
2015-10-15,A Stella Dog,2
2015-10-15,AETNA Sign Group,1
2015-10-15,AMS Commercial Real Estate,2
2015-10-15,American Campus Communities,3
2015-10-15,Amplify Federal Credit Union,3
2015-10-15,Austin City Builders,2
2015-10-15,Austin Fairchild Management,3
2015-10-15,Brandywine Realty Trust,3
2015-10-15,Caledonia Properties,1
2015-10-15,Capital Metro,4
2015-10-15,Coppell Building,2
2015-10-15,Duckworth Property Holdings,2
2015-10-15,Embree Asset Group,2
2015-10-15,Emmis Radio Broadcasting Co.,2
2015-10-15,Endeavor Real Estate Group,15
2015-10-15,Equinox,2
2015-10-15,Home Slice Pizza,2
2015-10-15,KDR Equities,2
2015-10-15,MBC Engineers,3
2015-10-15,Mariposa Montessori,2
2015-10-15,Megabus Southwest,3
2015-10-15,Osten Hall,3
2015-10-15,Pecan Street Association,2
2015-10-15,Pegalo Properties,2
2015-10-15,RJMadden,3
2015-10-15,Scenic Austin,1
2015-10-15,Street Lights Residential,3
2015-10-15,Terrell Gates,2
2015-10-15,The NRP Group,11
2015-10-15,Wells Fargo,3
2015-10-15,Western Rim Investment Advisors,6
2015-10-23,AMD,1
2015-10-23,AT&T,10
2015-10-23,Airbnb,1
2015-10-23,Apex Bethel Energy Center,1
2015-10-23,Armbrust and Brown,1
2015-10-23,Balcones Resources,4
2015-10-23,Balfour Beatty Construction,1
2015-10-23,Brandywine Realty Trust,4
2015-10-23,Bury,1
2015-10-23,CCARE,1
2015-10-23,"Cedar Park, TX",1
2015-10-23,Circuit of the Americas,7
2015-10-23,Cirrus Logic,7
2015-10-23,Cypress Realty,29
2015-10-23,Cypress Semiconductor,1
2015-10-23,Endeavor Real Estate Group,14
2015-10-23,Freescale,1
2015-10-23,Gables Residential,7
2015-10-23,Goveia Commercial Real Estate,3
2015-10-23,HDR,3
2015-10-23,Lincoln Clean Energy,1
2015-10-23,MWH Constructors,1
2015-10-23,McShane Development,1
2015-10-23,North Austin MUD No. 1,6
2015-10-23,Northtown MUD,1
2015-10-23,Samsung,1
2015-10-23,Seton Healthcare,15
2015-10-23,Taurus of Texas GP,2
2015-10-23,Tokyo Electron America,1
2015-10-23,Torchy's Tacos,1
2015-10-23,Wal-Mart,1
2015-10-23,Walter A. DeRoeck,1
2015-10-23,Walton Development,1
2015-10-23,Water Control Irrigation District # 10,1
2015-10-23,Wells Branch MUD,1
2015-10-23,West Austin Youth Association,1
2015-10-23,White Lodging Services,7
2015-10-28,Jack W. Gullahorn P.C.,1
2015-11-07,405 Colorado Holdings,3
2015-11-07,6ixth Street Austin,4
2015-11-07,93 Red River Investors,2
2015-11-07,A Stella Dog,3
2015-11-07,AMS Commercial Real Estate,3
2015-11-07,Aetna Sign Group,2
2015-11-07,American Campus Communities,4
2015-11-07,Amplify Federal Credit Union,4
2015-11-07,Austin City Builders,3
2015-11-07,Austin Fairchild Management,4
2015-11-07,Brandywine Realty Trust,5
2015-11-07,Caledonia Properties,2
2015-11-07,Capital Metro,5
2015-11-07,Coppell Building,3
2015-11-07,Duckworth Property Holdings,3
2015-11-07,Embree Asset Group,3
2015-11-07,Emmis Radio Broadcasting Co.,3
2015-11-07,Endeavor Real Estate Group,15
2015-11-07,Equinox,3
2015-11-07,Home Slice Pizza,3
2015-11-07,KDR Equities,3
2015-11-07,MBC Engineers,4
2015-11-07,Mariposa Montessori,3
2015-11-07,Megabus Southwest,4
2015-11-07,Osten Hall,4
2015-11-07,Pecan Street Association,3
2015-11-07,Pegalo Properties,3
2015-11-07,RJMadden,4
2015-11-07,Scenic Austin,2
2015-11-07,Street Lights Residential,5
2015-11-07,Terrell Gates,3
2015-11-07,The NRP Group,12
2015-11-07,Wells Fargo,4
2015-11-07,Western Rim Investment Advisors,8
2015-12-08,Austin Chamber of Commerce,3
2015-12-22,EMSO Partners Limited,2
2015-12-24,183 BLW,8
2015-12-24,4800 Friedrich Lane,5
2015-12-24,Accelerator Holdings,5
2015-12-24,Amstar Group,10
2015-12-24,Aspen Properties,5
2015-12-24,Austin Achieve,7
2015-12-24,Austin Baptist Church,5
2015-12-24,Austin Board of Realtors,10
2015-12-24,Austin Park,6
2015-12-24,Austin Quality Schools Collaborative,7
2015-12-24,Austin Restaurant Association,5
2015-12-24,AutoReturn,5
2015-12-24,AvalonPark Texas,5
2015-12-24,Blenheim,5
2015-12-24,Brock Consulting Group,5
2015-12-24,CP II Wild Basin,5
2015-12-24,CRV Shoreline,5
2015-12-24,CST Brands,5
2015-12-24,CWS Capital Partners,5
2015-12-24,Capital Commercial Investments,5
2015-12-24,Capitol City Partners,5
2015-12-24,Capridge Partners,5
2015-12-24,Carma Texas,5
2015-12-24,Charles Dorrance,5
2015-12-24,Christopher Slover,5
2015-12-24,Circuit of the Americas,6
2015-12-24,Cirrus Logic,6
2015-12-24,Colina West Real Estate,7
2015-12-24,Concordia University,5
2015-12-24,Creek 620,5
2015-12-24,Crescent 210 Barton Springs,5
2015-12-24,"Cullen, John",5
2015-12-24,Cypress Realty,25
2015-12-24,Dan Byrne,5
2015-12-24,David and Suzanne Booth,9
2015-12-24,Deborah and Gary Attal,5
2015-12-24,Dwyer Realty Companies,7
2015-12-24,EHB Companies,5
2015-12-24,Endeavor Real Estate Group,14
2015-12-24,Episcopal Theological Seminary of the Southwest,5
2015-12-24,Eric Reddehase,5
2015-12-24,Flextronics,5
2015-12-24,Flux Factory,5
2015-12-24,Forestar Real Estate Group,14
2015-12-24,Four Seasons Hotel,5
2015-12-24,G5 Investments,5
2015-12-24,Gables Residential,6
2015-12-24,"Gallegos, Jim",3
2015-12-24,"Garvey, Jeffery C.",3
2015-12-24,Gene Burris,5
2015-12-24,General Investment and Development,5
2015-12-24,Gerald Kucera,3
2015-12-24,Glenn Jackson,5
2015-12-24,Goodstone,5
2015-12-24,Google,9
2015-12-24,H-E-B,7
2015-12-24,HPI Real Estate and Services Investment,5
2015-12-24,HSD Lakeway Holdings,5
2015-12-24,Harmony Public Schools,5
2015-12-24,Highland Management,13
2015-12-24,Home Away,1
2015-12-24,Hughes Capital Management,5
2015-12-24,Hyde Park Baptist Church,5
2015-12-24,IDEA Public Schools,5
2015-12-24,Inland Group,3
2015-12-24,James Schneider,5
2015-12-24,James Schoenbaum,6
2015-12-24,Jewish Community Association of Austin,5
2015-12-24,KIPP Austin Public School,5
2015-12-24,Linda Moody,5
2015-12-24,Liz Lambert,5
2015-12-24,Magellan Development Group,5
2015-12-24,Magnolia Montessori for all,7
2015-12-24,Majestic Realty,5
2015-12-24,Makar Properties,3
2015-12-24,Manoj Saxena,5
2015-12-24,"McCullough, Todd",5
2015-12-24,Meredith Family Revocable Trust,5
2015-12-24,"Middleton, David",3
2015-12-24,"Nelsen, Brad",3
2015-12-24,North Austin Municipal Utility District No. 1,1
2015-12-24,Onion Associates,5
2015-12-24,Orangestone Bluegrass,5
2015-12-24,P&S Investments I,5
2015-12-24,"Pacitti, Chris",3
2015-12-24,Qualico,5
2015-12-24,REIT Management and Research,3
2015-12-24,Radisson Hotel,7
2015-12-24,Randy Wilson,5
2015-12-24,"Rice, Robert",5
2015-12-24,Riddell Family,5
2015-12-24,Riverside Resources,13
2015-12-24,Robert Schmidt,5
2015-12-24,Robinson Ranch,6
2015-12-24,Ryan Companies,7
2015-12-24,Ryan Street and Associates,5
2015-12-24,Safeway,5
2015-12-24,Scott Sayers,5
2015-12-24,"Scott, John",3
2015-12-24,Seton Healthcare,14
2015-12-24,"Shapiro, Bobby and Jim",5
2015-12-24,Simon Property Group,8
2015-12-24,Speakeasy,5
2015-12-24,Speedy Stop,5
2015-12-24,St. Andrew's Episcopal School,5
2015-12-24,Stream Realty,5
2015-12-24,Stubb's Austin Restaurant Company,5
2015-12-24,"Success Foods Management, LLC/DBA Torcy's Tacos",6
2015-12-24,T. Stacy and Associates,5
2015-12-24,TR Vista Preserve,5
2015-12-24,"TSVF I, Pecan Park",5
2015-12-24,Tanglewood Forest Limited District,5
2015-12-24,Taylor Morrison,3
2015-12-24,Texas Disposal Systems,7
2015-12-24,The Brohn Group,7
2015-12-24,The Charter School Fund,5
2015-12-24,The Dovetail Companies,5
2015-12-24,The Gottesman Company,4
2015-12-24,The Kucera Companies,5
2015-12-24,The NRP Group,11
2015-12-24,The University of Texas System,9
2015-12-24,Tierra Concepts,5
2015-12-24,Total Wine and More,3
2015-12-24,Trammell Crow Company,5
2015-12-24,Trudy's Texas Star,5
2015-12-24,Urban Outfitters,5
2015-12-24,Vivo Hospitality,5
2015-12-24,W and G Partnership,5
2015-12-24,Walton International Group,7
2015-12-24,Walton Stacy Partners,19
2015-12-24,Westbank Community Library District,5
2015-12-24,White Lodging Services,6
2015-12-24,"Wilkerson, Eric",5
2015-12-24,"Wilkinson, Julia Matthews",5
2016-01-05,Airport Fast Park - Austin,2
2016-01-05,Alliance Residential,5
2016-01-05,Ardent Residential,5
2016-01-05,"Champion, Josie, Juanita Meier and Mary Margaret Roberson",3
2016-01-05,Cypress Realty,26
2016-01-05,Met Center,16
2016-01-05,Riverside Resources,14
2016-01-05,SXSW,14
2016-01-05,Spire Realty,7
2016-01-05,St. David's Foundation,3
2016-01-05,St. David's Healthcare Center,3
2016-01-05,Stratus Properties,8
2016-01-05,Tantallon Austin Hotel,6
2016-01-05,Texas Disposal Systems,8
2016-01-05,Twelve Lakes,2
2016-01-07,183 BLW,6
2016-01-07,4800 Friedrich Lane,3
2016-01-07,Accelerator Holdings,3
2016-01-07,Amstar Group,6
2016-01-07,Aspen Properties,3
2016-01-07,Austin Achieve,5
2016-01-07,Austin Baptist Church,3
2016-01-07,Austin Board of Realtors,8
2016-01-07,Austin Park,6
2016-01-07,Austin Quality Schools Collaborative,5
2016-01-07,Austin Restaurant Association,3
2016-01-07,AutoReturn,3
2016-01-07,AvalonPark Texas,3
2016-01-07,Blenheim,3
2016-01-07,Brock Consulting Group,3
2016-01-07,CP II Wild Basin,3
2016-01-07,CRV Shoreline,3
2016-01-07,CST Brands,3
2016-01-07,CWS Capital Partners,3
2016-01-07,Capital Commercial Investments,3
2016-01-07,Capitol City Partners,3
2016-01-07,Capridge Partners,3
2016-01-07,Carma Texas,3
2016-01-07,Charles Dorrance,3
2016-01-07,Christopher Slover,3
2016-01-07,Circuit of the Americas,4
2016-01-07,Cirrus Logic,4
2016-01-07,Colina West Real Estate,5
2016-01-07,Concordia University,3
2016-01-07,Creek 620,3
2016-01-07,Crescent 210 Barton Springs,3
2016-01-07,"Cullen, John",3
2016-01-07,Cypress Realty,18
2016-01-07,Dan Byrne,3
2016-01-07,David and Suzanne Booth,7
2016-01-07,Deborah and Gary Attal,3
2016-01-07,Downtown Austin Alliance,2
2016-01-07,Dwyer Realty Companies,5
2016-01-07,EHB Companies,3
2016-01-07,Endeavor Real Estate Group,12
2016-01-07,Episcopal Theological Seminary of the Southwest,3
2016-01-07,Eric Reddehase,3
2016-01-07,Flextronics,3
2016-01-07,Flux Factory,3
2016-01-07,Forestar Real Estate Group,12
2016-01-07,Four Seasons Hotel,3
2016-01-07,G5 Investments,3
2016-01-07,Gables Residential,4
2016-01-07,"Gallegos, Jim",3
2016-01-07,"Garvey, Jeffery C.",3
2016-01-07,Gene Burris,3
2016-01-07,General Investment and Development,3
2016-01-07,Glenn Jackson,3
2016-01-07,Goodstone,3
2016-01-07,Google,7
2016-01-07,Greater Austin Transportation,5
2016-01-07,H-E-B,5
2016-01-07,HPI Real Estate and Services Investment,3
2016-01-07,HSD Lakeway Holdings,3
2016-01-07,Harmony Public Schools,3
2016-01-07,Highland Management,11
2016-01-07,Hughes Capital Management,3
2016-01-07,Hyde Park Baptist Church,3
2016-01-07,IDEA Public Schools,3
2016-01-07,Inland Group,3
2016-01-07,James Schneider,3
2016-01-07,James Schoenbaum,4
2016-01-07,Jewish Community Association of Austin,3
2016-01-07,KIPP Austin Public School,3
2016-01-07,Kucera Management/Ted Mecklin,3
2016-01-07,Linda Moody,3
2016-01-07,Liz Lambert,3
2016-01-07,Magellan Development Group,3
2016-01-07,Magnolia Montessori for all,5
2016-01-07,Majestic Realty,3
2016-01-07,Makar Development - Waters Edge,2
2016-01-07,Manoj Saxena,3
2016-01-07,"McCullough, Todd",3
2016-01-07,Meredith Family Revocable Trust,3
2016-01-07,"Middleton, David",3
2016-01-07,"Nelsen, Brad",3
2016-01-07,North Austin MUD No. 1,3
2016-01-07,Onion Associates,3
2016-01-07,Orangestone Bluegrass,3
2016-01-07,P&S Investments I,3
2016-01-07,"Pacitti, Chris",3
2016-01-07,Qualico,3
2016-01-07,REIT Management,2
2016-01-07,Radisson Hotel,5
2016-01-07,Randy Wilson,3
2016-01-07,"Rice, Robert",3
2016-01-07,Riddell Family,3
2016-01-07,Riverside Resources,12
2016-01-07,Robert Schmidt,3
2016-01-07,Robinson Ranch,4
2016-01-07,Ryan Companies,5
2016-01-07,Ryan Street and Associates,3
2016-01-07,Safeway,3
2016-01-07,Scott Sayers,3
2016-01-07,"Scott, John",3
2016-01-07,Seton Healthcare,12
2016-01-07,"Shapiro, Bobby and Jim",3
2016-01-07,Simon Property Group,6
2016-01-07,Speakeasy,3
2016-01-07,Speedy Stop,3
2016-01-07,St. Andrew's Episcopal School,3
2016-01-07,Stream Realty,3
2016-01-07,Stubb's Austin Restaurant Company,3
2016-01-07,"Success Foods Management, LLC/DBA Torcy's Tacos",5
2016-01-07,T. Stacy and Associates,3
2016-01-07,TR Vista Preserve,3
2016-01-07,"TSVF I, Pecan Park",3
2016-01-07,Tanglewood Forest Limited District,3
2016-01-07,Taylor Morrison,3
2016-01-07,Texas Disposal Systems,8
2016-01-07,The Brohn Group,5
2016-01-07,The Charter School Fund,3
2016-01-07,The Dovetail Companies,3
2016-01-07,The Gottesman Company,2
2016-01-07,The Kucera Companies,3
2016-01-07,The NRP Group,9
2016-01-07,The University of Texas System,7
2016-01-07,Tierra Concepts,3
2016-01-07,Total Wine and More,3
2016-01-07,Trammell Crow Company,3
2016-01-07,Trudy's Texas Star,3
2016-01-07,Urban Outfitters,3
2016-01-07,Vivo Hospitality,3
2016-01-07,W and G Partnership,3
2016-01-07,Walton International Group,5
2016-01-07,Walton Stacy Partners,11
2016-01-07,Westbank Community Library District,3
2016-01-07,White Lodging Services,4
2016-01-07,"Wilkerson, Eric",3
2016-01-07,"Wilkinson, Julia Matthews",3
2016-01-09,183 BLW,7
2016-01-09,787 Developers,1
2016-01-09,Alexa Management,5
2016-01-09,Aspen Heights,6
2016-01-09,Boys and Girls Club,3
2016-01-09,Brandywine Realty Trust,6
2016-01-09,Butler Family Interests,5
2016-01-09,Cielo Property Group,2
2016-01-09,County Line,3
2016-01-09,Crown Castle,4
2016-01-09,"Dawlett, Haythem",1
2016-01-09,Fremont Holdings,2
2016-01-09,Google,8
2016-01-09,Greystar Real Estate Partners,1
2016-01-09,Heights SOCO Development,1
2016-01-09,Hixon Properties,3
2016-01-09,Iron Rock Ranch Apts. Owner,2
2016-01-09,JSTrain,1
2016-01-09,Lennar Homes,3
2016-01-09,Life Austin,2
2016-01-09,Lyft,3
2016-01-09,Manchester Financial Group,9
2016-01-09,Meritage Homes of Texas,3
2016-01-09,Oden Hughes,5
2016-01-09,"Pagura, Steve",1
2016-01-09,Powerfin Partners,3
2016-01-09,RedLeaf Properties,3
2016-01-09,S.H. 130-71 Holdings,2
2016-01-09,St. Catherine of Siena,1
2016-01-09,Stratford Land,2
2016-01-09,Taurus of Texas GP,3
2016-01-09,Texas Disposal Systems,9
2016-01-09,Transwestern Commercial,6
2016-01-09,Walters Southwest,6
2016-01-09,Walton International Group,6
2016-01-09,"Zuniga, Diana",1
2016-01-12,Central Health,7
2016-01-12,Denison Development,1
2016-01-12,Google,8
2016-01-12,HNTB,3
2016-01-12,Home Builders Association of Greater Austin,5
2016-01-12,Pohl Partners,1
2016-01-12,Preston General Contractors,1
2016-01-12,Scenic Austin,3
2016-01-12,UMLAUF Sculpture Gardens and Museum,1
2016-01-13,Austin Chronicle,6
2016-01-13,"Ayers, Robert A.",6
2016-01-13,Bread and Circus,6
2016-01-13,CPF River Oaks Austin,3
2016-01-13,Constructive Ventures,6
2016-01-13,Cornerstone Patriot Holdings,3
2016-01-13,Cornerstone Real Estate Advisors,3
2016-01-13,Film Society of Austin,6
2016-01-13,Finley Company,6
2016-01-13,HRI Development,5
2016-01-13,Highland Management,15
2016-01-13,"Hillin Jr., Robert",6
2016-01-13,"International Bank of Commerce, Laredo, Texas",8
2016-01-13,Kitchell Development,6
2016-01-13,Lampting,6
2016-01-13,Met Center,18
2016-01-13,"Pinkston, Lica",6
2016-01-13,"Rodriguez, Robert A.",6
2016-01-13,SXSW,18
2016-01-13,South IH-35 Investors,6
2016-01-13,Tantallon Austin Hotel,8
2016-01-13,The University of Texas System,9
2016-01-13,Troublemaker Studios,6
2016-01-13,Twelve Lakes,4
2016-01-13,Twin Oaks Associates,6
2016-01-13,WJP Swede Hill,4
2016-01-13,"Warshaw, Larry",6
2016-01-13,Weekley Homes,6
2016-01-13,Wes Peoples Homes,4
2016-01-13,"Wong, M.D., Mitchel",6
2016-01-13,Zydeco Development,8
2016-01-16,405 Colorado Holdings,3
2016-01-16,6ixth Street Austin,3
2016-01-16,93 Red River Investors,3
2016-01-16,A Stella Dog,3
2016-01-16,AMS Commercial Real Estate,3
2016-01-16,Aetna Sign Group,2
2016-01-16,American Campus Communities,3
2016-01-16,Amplify Federal Credit Union,3
2016-01-16,Austin City Builders,3
2016-01-16,Austin Fairchild Management,3
2016-01-16,Brandywine Realty Trust,7
2016-01-16,Caledonia Properties,3
2016-01-16,Capital Metro,5
2016-01-16,Coppell Building,3
2016-01-16,Duckworth Property Holdings,3
2016-01-16,Embree Asset Group,3
2016-01-16,Emmis Radio Broadcasting Co.,3
2016-01-16,Endeavor Real Estate Group,11
2016-01-16,Equinox,3
2016-01-16,Home Slice Pizza,3
2016-01-16,KDR Equities,3
2016-01-16,MBC Engineers,3
2016-01-16,Mariposa Montessori,3
2016-01-16,Megabus Southwest,3
2016-01-16,Osten Hall,3
2016-01-16,Pecan Street Association,3
2016-01-16,Pegalo Properties,3
2016-01-16,RJMadden,3
2016-01-16,Street Lights Residential,5
2016-01-16,Terrell Gates,3
2016-01-16,The NRP Group,10
2016-01-16,Wells Fargo,3
2016-01-16,Western Rim Investment Advisors,6
2016-01-20,706 Development,1
2016-01-20,Austin Achieve,4
2016-01-20,Austin Quality Schools Collaborative,4
2016-01-20,Barshop and Oles Company,1
2016-01-20,Cypress Realty,18
2016-01-20,David and Suzanne Booth,7
2016-01-20,Dwyer Realty Companies,4
2016-01-20,Forestar Real Estate Group,10
2016-01-20,Goveia Commercial Real Estate,2
2016-01-20,Harmony Public Schools,4
2016-01-20,IDEA Public Schools,4
2016-01-20,Johnson Development,1
2016-01-20,"Keating, Pat",1
2016-01-20,Lakeline Corner Partners,1
2016-01-20,Magnolia Montessori for all,4
2016-01-20,NRG Energy,1
2016-01-20,Powerfin Partners,2
2016-01-20,Radisson Hotel,6
2016-01-20,Riverside Resources,13
2016-01-20,Robinson Ranch,5
2016-01-20,Seton Healthcare,11
2016-01-20,Simon Property Group,6
2016-01-20,Southern Company,2
2016-01-20,"Straughan, George",3
2016-01-20,TRT Holdings,2
2016-01-20,Titan Capital Investment Group,1
2016-01-20,Wayside Schools,1
