Start,End,Lobbyist,Client,Industry,Cluster,Address,Confidence,IndustryCat1,IndustryCat2
2014-01-09,2015-01-09,Stephen Drenner,H-E-B,Grocery Store,1065,"6929 Airport Bouldvard, Suite 176
Austin, Texas 78752
(30.336623913000437, -97.71824368599965)",,,
2014-01-09,2015-01-09,John Donisi,CWS Capital Partners,Real Estate Development,53,"9606 North Mopac Expressway, Suite 500
Austin, Texas 78701
(30.38604814000047, -97.73592099899969)",0.868751592496,real estate,
2014-01-09,2016-01-12,John Donisi,Grayco Partners,Real Estate Developer,667,"55 Waugh Drive, Suite 500
Houston, Texas 77007
(29.76709110100046, -95.3981286719997)",0.891341209412,real estate,
2014-01-09,2016-01-12,John Donisi,Hixon Properties,Real Estate Development,447,"315 East Commerce Street, Suite 300
San Antonio, Texas 78205
(29.42414851400048, -98.4896360949997)",0.896362155676,real estate,
2014-01-09,2015-01-09,John Donisi,Dean and Andrea McWilliams,Real Estate,1066,"1220 Colorado, Suite 100
Austin, Texas 78701
(30.275221753000437, -97.74210953899967)",,real estate,
2014-01-09,2016-01-12,John Donisi,Post Paggi,Real Estate Developement,948,"8205 Santa Monica Boulevard #298
Los Angeles, California 90046
(34.09077820100049, -118.36780018199971)",0.912786146005,real estate,
2014-01-09,2016-01-12,John Donisi,Simon Property Group,Real Estate,65,"115 West Washington Street
Indianapolis, Indiana 46204
(39.76710365600047, -86.16017114999966)",0.821131697297,real estate,
2014-01-09,2016-01-12,John Donisi,Starwood Capital Group,Real Estate,674,"591 West Putnam Avenue
Greenwich, Connecticut 06830
(41.01767551800049, -73.64709497199965)",0.878717,real estate,
2014-01-09,2015-01-09,John Donisi,Vista Property Company,Real Estate,1068,"4942 Highway 290 West
Austin, Texas 78735
(30.221933583000464, -97.95596649699968)",,real estate,
2014-01-09,2016-01-12,John Donisi,Simmons Vedder Partners,Real Estate Development,712,"221 West 6th Street Suite 1900
Austin, Texas 78701
(30.26857366200045, -97.74469865799966)",0.748372107744,real estate,
2014-01-09,2015-01-09,Stephen Drenner,Aspen Heights,Real Estate,679,"1301 S. Cap of Texas Hwy, Bldg. B, Suite 201
Austin, Texas 78746
(30.290922797000462, -97.80955970699966)",0.921897407089,real estate,
2014-01-09,2015-01-09,Stephen Drenner,Post Paggi,Real Estate Developement,948,"8205 Santa Monica Boulevard #298
Los Angeles, California 90046
(34.09077820100049, -118.36780018199971)",0.912786146005,real estate,
2014-01-09,2015-01-09,Stephen Drenner,Simmons Vedder Partners,Real Estate Development,712,"221 West 6th Street Suite 1900
Austin, Texas 78701
(30.26857366200045, -97.74469865799966)",0.748372107744,real estate,
2014-01-09,2015-01-09,Stephen Drenner,TCMUD #4,Real Estate,1070,"212 Lavaca, Suite 300
Austin, Texas 78701
(30.265741739000475, -97.74639946999969)",,real estate,
2014-01-09,2015-01-09,Stephen Drenner,Trinsic Residential Group,Real Estate,451,"3100 Monticello Avenue, Suite 900
Dallas, Texas 75205
(32.82711624300049, -96.7859214879997)",0.900774429242,real estate,
2014-01-09,2015-01-09,Katie King Ogden,Austin Diagnostic Clinic,Real Estate,682,"12221 N Mopac Espressway, 4th floor Medical Bldg.
Austin, Texas 78759
(30.40125117700046, -97.75332664499967)",0.926207721233,real estate,
2014-01-08,2015-01-08,Eric deYoung,Walton International Group,Real Estate Development,684,"4800 North Scottsdale Road, Suite 4000
Scottsdale, Arizona 85251
(33.50606330000045, -111.92621959099966)",0.890412765741,real estate,
2014-01-08,2015-01-08,Eric deYoung,Texas Disposal Systems,Waste Disposal,686,"P.O. Box 17126
Austin, Texas 78760
(30.213851089000457, -97.73350907599968)",0.89388393543,,
2014-01-07,2015-01-07,Amanda Morrow,Speedy Stop,Real Estate Investment/Development,271,"P.O. Box 1876
Victoria, Texas 77902
(28.797261982000464, -97.00683731999965)",0.915753028222,real estate,
2014-01-07,2015-01-07,Lynn Carley,Speedy Stop,Real Estate Investment/Development,271,"P.O. Box 1876
Victoria, Texas 77902
(28.797261982000464, -97.00683731999965)",0.915753028222,real estate,
2014-01-07,2017-01-06,Amanda Morrow,Glenn Jackson,Real Estate Investment/Development,69,"P.O. Box 201687
Austin, Texas 78720
(30.424162391000436, -97.7569981749997)",0.863532423973,real estate,
2014-01-07,2015-01-07,Amanda Morrow,4800 Friedrich Lane,Real Estate Investment/Development,109,"2011 West Rutland
Austin, Texas 78758
(30.37871287900049, -97.70960915399968)",0.902555039951,real estate,
2014-01-07,2015-01-07,Amanda Morrow,David and Suzanne Booth,Real Estate Investment/Development,113,"1299 Ocean Avenue, 11th Floor
Santa Monica, California 90401
(34.01551134200048, -118.49969839999972)",0.917669415474,real estate,
2014-01-07,2016-01-06,Lynn Carley,Bob Gregory,Real Estate Investment/Development,687,"P.O. Box 17126
Austin, Texas 78760
(30.213851089000457, -97.73350907599968)",0.870902132988,real estate,
2014-01-07,2015-01-07,Lynn Carley,Carma Texas,Real Estate Investment/Development,22,"9737 Great Hills Trail, Suite 260
Austin, Texas 78759
(30.39442428500047, -97.75220899899966)",0.902408118759,real estate,
2014-01-07,2016-01-06,Lynn Carley,Tanglewood Forest Limited District,Limited District,148,"7301 Ranch Road 620 North, Suite 155
Austin, Texas 78726
(30.366424019000476, -97.95095795599968)",0.897267473595,,
2014-01-07,2017-01-06,Amanda Morrow,Gene Burris,Real Estate Investment/Development,117,"180 West Caldwood
Beaumont, Texas 77707
(30.07726072400044, -94.1585919529997)",0.899808585644,real estate,
2014-01-07,2017-01-06,Lynn Carley,Gene Burris,Real Estate Investment/Development,117,"180 West Caldwood
Beaumont, Texas 77707
(30.07726072400044, -94.1585919529997)",0.899808585644,real estate,
2014-01-07,2015-01-07,Lynn Carley,Walton International Group,Real Estate Investment/Development (Canada M5J2TE Address),149,"Bay Wellington Tower, Suite 3630 Bce Pl, 181 Bay Street
Toronto,Ontario
(39.52368635500045, -99.11415045099966)",0.885111086071,real estate,
2014-01-07,2015-01-07,Amanda Morrow,Walton International Group,Real Estate Investment/Development (Canada M5J2TE Address),149,"Bay Wellington Tower, Suite 3630 Bce Pl, 181 Bay Street
Toronto,Ontario
(39.52368635500045, -99.11415045099966)",0.885111086071,real estate,
2014-01-07,2015-01-07,Amanda Morrow,Hyde Park Baptist Church,Religious Assembly,66,"3901 Speedway
Austin, Texas 78751
(30.302484493000463, -97.73230499699969)",0.873299573149,religious,
2014-01-07,2016-01-06,Amanda Morrow,Deborah and Gary Attal,Private Property Owner,110,"4306 Rosedale Avenue
Austin, Texas 78756
(30.31382758300049, -97.74378547799967)",0.906364154816,,
2014-01-07,2017-01-06,Amanda Morrow,Creek 620,Real Estate Investment/Development,120,"3809 Juniper Trace
Austin, Texas 78738
(30.30798370600047, -97.93439369299966)",0.890121570655,real estate,
2014-01-07,2016-01-06,Lynn Carley,4800 Friedrich Lane,Real Estate Investment/Development,109,"2011 West Rutland
Austin, Texas 78758
(30.37871287900049, -97.70960915399968)",0.902555039951,real estate,
2014-01-07,2015-01-07,Lynn Carley,David and Suzanne Booth,Real Estate Investment/Development,113,"1299 Ocean Avenue, 11th Floor
Santa Monica, California 90401
(34.01551134200048, -118.49969839999972)",0.917669415474,real estate,
2014-01-07,2015-01-07,Lynn Carley,Glenn Jackson,Real Estate Investment/Development,69,"P.O. Box 201687
Austin, Texas 78720
(30.424162391000436, -97.7569981749997)",0.863532423973,real estate,
2014-01-07,2015-01-07,Amanda Morrow,Speakeasy,Restaurant/Bar,608,"P.O. Box 684847
Austin, Texas 78768
(30.270131946000447, -97.7419688009997)",0.906356049435,restaurant,
2014-01-07,2015-01-07,Lynn Carley,Episcopal Theological Seminary of the Southwest,Religious Assembly/Education,58,"P. O. Box 2247
Austin, Texas 78768
(30.270131946000447, -97.7419688009997)",0.905601097005,religious,
2014-01-07,2015-01-07,Lynn Carley,Hyde Park Baptist Church,Religious Assembly,66,"3901 Speedway
Austin, Texas 78751
(30.302484493000463, -97.73230499699969)",0.873299573149,religious,
2014-01-07,2016-01-06,Amanda Morrow,Tierra Concepts,Real Estate Investment/Development,9,"8917 Old Lampass Trail #28
Austin, Texas 78750
(30.421193125000457, -97.7965971159997)",0.913050396102,real estate,
2014-01-07,2015-01-07,Amanda Morrow,Robert Schmidt,Real Estate Investment/Development,16,"3400 South Lamar Boulevard
Austin, Texas 78704
(30.24079333600048, -97.78629749099969)",0.891695004702,real estate,
2014-01-07,2015-01-07,Amanda Morrow,REIT Management,Real Estate Developement,101,"Two Newton Place 255 Washington Street, Suite 300
Newton, Massachusetts 02458
(42.35460028200049, -71.18911878999967)",0.850337347388,real estate,
2014-01-07,2015-01-07,Amanda Morrow,REIT Management,Real Estate Developement,101,"Two Newton Place 255 Washington Street, Suite 300
Newton, Maine 02458
(42.35460028200049, -71.18911878999967)",0.860504820943,real estate,
2014-01-07,2017-01-06,Amanda Morrow,Hughes Capital Management,Real Estate Development,15,"1301 S. Capital of TX Highway, Suite A-300
Austin, Texas 78746
(30.27837820500048, -97.82003658199966)",0.900484515088,real estate,
2014-01-07,2015-01-07,Amanda Morrow,"Shapiro, Bobby and Jim",Real Estate Investment,19,"1000 East 4th Street
Austin, Texas 78702
(30.26325684800048, -97.73320159499968)",0.884277407612,real estate,
2014-01-07,2016-01-06,Amanda Morrow,HPI Real Estate and Services Investment,Real Estate Investment,21,"3600 N. Capital of Texas Hwy, Bldg. B, Suite 250
Austin, Texas 78746
(30.334987060000458, -97.80662669599968)",0.903647248234,real estate,
2014-01-07,2017-01-06,Amanda Morrow,Magellan Development Group,Real Estate Investment,568,"225 N. Columbus Drive, Suite 100
Chicago, Illinois 60601
(41.884323941000446, -87.62061813299965)",0.887101965291,real estate,
2014-01-07,2015-01-07,Lynn Carley,Accelerator Holdings,Real Estate Investment/Development,49,"301 Congress Avenue, Suite 220
Austin, Texas 78701
(30.26545984900048, -97.74374165499967)",0.900297616209,real estate,
2014-01-07,2015-01-07,Amanda Morrow,H-E-B,Real Estate,222,"646 South Main Avenue
San Antonio, Texas 78204
(29.417754239000487, -98.49582040599967)",0.920602858067,real estate,
2014-01-07,2017-01-06,Lynn Carley,Blenheim,Real Estate Investment/ Development,41,"5949 Sherry Lane, Suite 1230
Dallas, Texas 75225
(32.86232755500049, -96.81010002499966)",0.901696733066,real estate,
2014-01-07,2015-01-07,Amanda Morrow,CST Brands,Real Estate Investment,29,"1 Valero Way, Bldg. D, Ste. 200
San Antonio, Texas 78249
(29.58928635400048, -98.60785962799969)",0.890426946538,real estate,
2014-01-07,2015-01-07,Amanda Morrow,Capridge Partners,Real Estate Investment,130,"823 Congress Ave. #1111
Austin, Texas 78701
(30.270659408000483, -97.74181106699967)",0.866985946894,real estate,
2014-01-07,2015-01-07,Amanda Morrow,The NRP Group,Real Estate Investment,4,"5309 Transportation Blvd.
Cleveland, Ohio 44125
(41.4156116260005, -81.61600761499966)",0.891239425966,real estate,
2014-01-07,2017-01-06,Lynn Carley,AvalonPark Texas,Real Estate Investment/Development,108,"3680 Avalon Park East Boulevard, Suite 300
Orlando, Florida 32828
(28.51152695200045, -81.15417057599967)",0.911851078272,real estate,
2014-01-07,2015-01-07,Amanda Morrow,"Rice, Robert",Real Estate Investment,7,"54 Rainey Street #1004
Austin, Texas 78701
(30.257502318000434, -97.73926268999969)",0.870149510247,real estate,
2014-01-07,2016-01-06,Amanda Morrow,Riddell Family,Real Estate Investment,11,"2028 East Ben White Blvd., Suite 508
Austin, Texas 78741
(30.21658755800047, -97.74330816099967)",0.904725355761,real estate,
2014-01-07,2015-01-07,Amanda Morrow,Goodstone,Real Estate Investment,13,"401 Congress Ave., Ste. 1540
Austin, Texas 78701
(30.26637066000046, -97.74339106999969)",0.882961158242,real estate,
2014-01-07,2015-01-07,Amanda Morrow,Circuit of the Americas,Sports and Special Events Productions,45,"301 Congess Avenue Suite 220
Austin, Texas 78701
(30.26545984900048, -97.74374165499967)",0.8057111881,,
2014-01-07,2015-01-07,Amanda Morrow,Aspen Properties,Real Estate Development,32,"7447 Bee Cave Road, Suite 150
Austin, Texas 78746
(30.30809388700044, -97.84317632199969)",0.89997281478,real estate,
2014-01-07,2016-01-06,Amanda Morrow,Crescent 210 Barton Springs,Real Estate Investment/Development,123,"2101 Lakeway Boulevard, Suite 230
Lakeway, Texas 78734
(30.357573750000483, -97.9785034739997)",0.899691922324,real estate,
2014-01-07,2015-01-07,Lynn Carley,CRV Shoreline,Real Estate Investment/Development,48,"301 Congress Avenue, Suite 500
Austin, Texas 78701
(30.26545984900048, -97.74374165499967)",0.900297616209,real estate,
2014-01-07,2015-01-07,Amanda Morrow,CWS Capital Partners,Real Estate Development,53,"9606 North Mopac Expressway, Suite 500
Austin, Texas 78759
(30.38604814000047, -97.73592099899969)",0.901584018679,real estate,
2014-01-07,2015-01-07,Amanda Morrow,Austin Restaurant Association,Restaurant Association,591,"11309 Pickfair Drive
Austin, Texas 78750
(30.442461567000464, -97.80806812299966)",0.884230098554,restaurant,
2014-01-07,2015-01-07,Amanda Morrow,EHB Companies,Real Estate Investment/Development,100,"9755 West Charleston Blvd
Las Vegas, Nevada 89117
(36.158874556000455, -115.30851806699968)",0.882832169533,real estate,
2014-01-07,2015-01-07,Amanda Morrow,Four Seasons Hotel,Hotel,62,"98 San Jacinto Boulevard
Austin, Texas 78701
(30.262322349000442, -97.74231207299965)",0.886001403843,hotel,
2014-01-07,2016-01-06,Amanda Morrow,The Dovetail Companies,Real Estate Investment/Development,129,"1550 Timothy Road, Suite 201
Athens, Georgia 30606
(33.93375747200048, -83.43629209999966)",0.893308137144,real estate,
2014-01-07,2017-01-06,Amanda Morrow,183 BLW,Real Estate Investment,277,"P.O. Box 9190
Austin, Texas 78766
(30.354472848000455, -97.73618994399965)",0.857268148661,real estate,
2014-01-07,2017-01-06,Amanda Morrow,The University of Texas System,University,81,"201 West 7th Street
Austin, Texas 78701
(30.269394458000477, -97.7440282819997)",0.87528941461,education,
2014-01-07,2016-01-06,Amanda Morrow,Westbank Community Library District,Real Estate Development,363,"1309 Westbank Drive
Austin, Texas 78746
(30.274323970000466, -97.81182388599967)",0.892221357141,real estate,
2014-01-07,2017-01-06,Amanda Morrow,Endeavor Real Estate Group,Real Estate Development,714,"221 West 6th Street, Suite 1300
Austin, Texas 78702
(30.26857366200045, -97.74469865799966)",0.483859883772,real estate,
2014-01-07,2015-01-07,Lynn Carley,Orangestone Bluegrass,Real Estate Investment,17,"5828 Balcones Drive, Ste 101
Austin, Texas 78731
(30.340456663000452, -97.75515580999968)",0.892927621092,real estate,
2014-01-07,2015-01-07,Lynn Carley,Austin Board of Realtors,Real Estate,785,"10900 Stonelake Blvd, Ste 100A
Austin, Texas 78759
(30.400246842000456, -97.7361519589997)",0.873374458402,real estate,
2014-01-07,2017-01-06,Lynn Carley,"McCullough, Todd",Real Estate Investment,518,"311 Westwood Terrace
Austin, Texas 78746
(30.281462408000436, -97.80372726099966)",0.888314464263,real estate,
2014-01-07,2015-01-07,Lynn Carley,TR Vista Preserve,Real Estate Investment,23,"1600 N. Collins, Suite 1500
Richardson, Texas 75080
(32.970068556000456, -96.72347941599969)",0.900038042239,real estate,
2014-01-07,2015-01-07,Lynn Carley,"Wilkinson, Julia Matthews",Real Estate Investment,25,"c/o Osborne, Helman, Knebel &amp; DeLeary L 301 Congress Ave., Ste. 1910
Austin, Texas 78701
(30.269910351000476, -97.74363728299966)",0.933619580099,real estate,
2014-01-07,2016-01-06,Lynn Carley,"Nelson, Brad",Real Estate Investment,181,"905 Congress Avenue
Austin, Texas 78701
(30.271109483000487, -97.7416416969997)",0.907983601093,real estate,
2014-01-07,2016-01-06,Lynn Carley,Capridge Partners,Real Estate Investment,130,"823 Congress Ave. #1111
Austin, Texas 78701
(30.270659408000483, -97.74181106699967)",0.866985946894,real estate,
2014-01-07,2016-01-06,Lynn Carley,"Cullen, John",Real Estate Investment,3,"1703 West 5th Street, Suite 800
Austin, Texas 78703
(30.27491760500044, -97.76498148999968)",0.899561541421,real estate,
2014-01-07,2015-01-07,Lynn Carley,The Charter School Fund,Public School,5,"855 Broad Street #300
Boise, Ohio 83702
(43.627421849000484, -116.2062869239997)",0.864136636257,education,
2014-01-07,2016-01-06,Lynn Carley,"Wilkerson, Eric",Real Estate Investment,261,"P.O. Box 50076
Austin, Texas 78763
(30.29689283500045, -97.76702644799968)",0.916536309889,real estate,
2014-01-07,2016-01-06,Lynn Carley,AutoReturn,Real Estate Investment,31,"AP Billing, 375 Alabama Street, Suite 300
San Francisco, California 94110
(37.75279192300047, -122.41730717599972)",0.931829971927,real estate,
2014-01-07,2017-01-06,Lynn Carley,Goodstone,Real Estate Investment,13,"401 Congress Ave., Ste. 1540
Austin, Texas 78701
(30.26637066000046, -97.74339106999969)",0.882961158242,real estate,
2014-01-07,2015-01-07,Lynn Carley,Safeway,Real Estate Investment,92,"Real Estate Law Office, 5918 Stoneridge Mall Rd.
Pleasanton, California 94588
(37.69273091200046, -121.89835709899972)",0.932264949594,real estate,
2014-01-07,2015-01-07,Lynn Carley,Amstar Group,Real Estate Investment/Development,39,"1050 17th Street, Suite 1200
Denver, Colorado 80265
(39.7485865970005, -104.99422913999967)",0.894896234785,real estate,
2014-01-07,2015-01-07,Lynn Carley,Austin Baptist Church,Religious Assembly/Education,34,"823 Congress Suite 1111
Austin, Texas 78701
(30.270659408000483, -97.74181106699967)",0.866985946894,religious,
2014-01-07,2016-01-06,Lynn Carley,Capital Commercial Investments,Real Estate Investment/Development,44,"720 Brazos Street, Suite 900
Austin, Texas 78701
(30.269170605000454, -97.7409701359997)",0.894697202103,real estate,
2014-01-07,2015-01-07,Amanda Morrow,Google,Provides internet related products and services,96,"2350 Kerner Boulevard, Suite 250
San Rafael, California 94901
(37.94720506900046, -122.4886642509997)",0.832132583857,,
2014-01-07,2016-01-06,Amanda Morrow,Taylor Morrison of Texas,Property Owner/Developer,758,"805 Las Cimas Parkway, Suite 350
Austin, Texas 78746
(30.29053616900046, -97.83036581699969)",0.893746846252,property management,
2014-01-07,2015-01-07,Amanda Morrow,Forestar Real Estate Group,Real Estate,1,"6300 Bee Cave Road Building 2, Suite 500
Austin, Texas 78746
(30.296447557000477, -97.83091419899966)",0.86130935616,real estate,
2014-01-07,2015-01-07,Amanda Morrow,Ryan Street and Associates,Real Estate,133,"2141 Exposition Blvd., Ste B-140
Austin, Texas 78703
(30.295499105000488, -97.76893346699967)",0.900505666222,real estate,
2014-01-07,2015-01-07,Lynn Carley,183 BLW,Real Estate Investment,277,"P.O. Box 9190
Austin, Texas 78766
(30.354472848000455, -97.73618994399965)",0.857268148661,real estate,
2014-01-07,2016-01-06,Amanda Morrow,Meredith Family Revocable Trust,Real Estate Development,84,"248 Addie Roy Road, Suite C200
Austin, Texas 78746
(30.31060362000045, -97.84440106999966)",0.897873384612,real estate,
2014-01-07,2015-01-07,Lynn Carley,EHB Companies,Real Estate Investment/Development,100,"9755 West Charleston Blvd
Las Vegas, Nevada 89117
(36.158874556000455, -115.30851806699968)",0.882832169533,real estate,
2014-01-07,2016-01-06,Lynn Carley,Four Seasons Hotel,Hotel,62,"98 San Jacinto Boulevard
Austin, Texas 78701
(30.262322349000442, -97.74231207299965)",0.886001403843,hotel,
2014-01-07,2015-01-07,Amanda Morrow,North Austin MUD No. 1,Municipal Utility District,76,"9517 Old McNeil Rd
Austin, Texas 78758
(30.378726120000465, -97.72408993199969)",0.917122391137,,
2014-01-07,2015-01-07,Lynn Carley,Linda Moody,Private Property Owner,75,"3607 Pinnacle Road, Suite 5
Austin, Texas 78746
(30.27170879400046, -97.81110257999967)",0.942312300205,,
2014-01-07,2015-01-07,Lynn Carley,St. Andrew's Episcopal School,School,420,"1112 West 31st Street
Austin, Texas 78705
(30.30162579600045, -97.74843902299966)",0.894554138184,education,
2014-01-07,2015-01-07,Lynn Carley,W and G Partnership,Real Estate Development,78,"2700 Via Fortuna, Suite 140
Austin, Texas 78746
(30.25285417900045, -97.80036827599969)",0.912695986884,real estate,
2014-01-07,2015-01-07,Amanda Morrow,Trudy's Texas Star,Restaurant,83,"8133 Mesa, Suite 206
Austin, Texas 78759
(30.37365329500045, -97.75584513599966)",0.882840867553,restaurant,
2014-01-07,2017-01-06,Lynn Carley,White Lodging Services,Real Estate Development,93,"1000 East 80th Place, Suite 700 North
Merrillville, Indiana 46410
(41.47392784700048, -87.32984073299968)",0.834345738093,real estate,
2014-01-07,2017-01-06,Amanda Morrow,Brock Consulting Group,Real Estate Investment/Development,616,"P. O. Box 160340
Austin, Texas 78716
(30.273521050000454, -97.79924900799966)",0.911283803838,real estate,
2014-01-07,2016-01-06,Lynn Carley,The Kucera Companies,"Investment, Development, zoning and related activities",585,"7200 North Mopac, Suite 450
Austin, Texas 78731
(30.354626939000468, -97.74807659399966)",0.880494258233,,
2014-01-07,2016-01-06,Amanda Morrow,Concordia University,Education,26,"3400 North IH-35
Austin, Texas 78705
(30.292743355000482, -97.74027859399968)",0.863384966339,education,
2014-01-07,2015-01-07,Amanda Morrow,KIPP Austin Public School,Public School,636,"8509 FM 969, Bldg 513
Austin, Texas 78757
(30.27703626900046, -97.6376552749997)",0.894955230611,education,
2014-01-07,2017-01-06,Lynn Carley,Deborah and Gary Attal,Private Property Owner,110,"4306 Rosedale Avenue
Austin, Texas 78756
(30.31382758300049, -97.74378547799967)",0.906364154816,,
2014-01-07,2015-01-07,Amanda Morrow,Carma Texas,Real Estate Investment/Development,22,"9737 Great Hills Trail, Suite 260
Austin, Texas 78759
(30.39442428500047, -97.75220899899966)",0.902408118759,real estate,
2014-01-07,2016-01-06,Lynn Carley,T. Stacy and Associates,Real Estate Development,87,"823 Congress Avenue, Suite 1111
Austin, Texas 78701
(30.270659408000483, -97.74181106699967)",0.561692666869,real estate,
2014-01-07,2015-01-07,Lynn Carley,Scott Sayers,Real Estate Investment/Development,147,"1800 Nueces
Austin, Texas 78701
(30.28134159700045, -97.74413014199968)",0.905381858349,real estate,
2014-01-07,2016-01-06,Lynn Carley,Jewish Community Association of Austin,Real Estate Development,713,"221 West 6th Street, Suite 1300
Austin, Texas 78702
(30.26857366200045, -97.74469865799966)",0.882843051638,real estate,
2014-01-07,2015-01-07,Lynn Carley,Jeffery C. Garvey,Private Property Owner/Real Estate Investment/Development,134,"3907 Balcones Drive
Austin, Texas 78731
(30.318476390000455, -97.7656295439997)",0.907983601093,development,
2014-01-07,2016-01-06,Lynn Carley,Liz Lambert,Private Property Owner/Real Estate Investment/Development,139,"1316 South Congress
Austin, Texas 78704
(30.25055168600045, -97.7493794449997)",0.889238965511,development,
2014-01-07,2015-01-07,Amanda Morrow,Jewish Community Association of Austin,Real Estate Development,713,"221 West 6th Street, Suite 1300
Austin, Texas 78702
(30.26857366200045, -97.74469865799966)",0.882843051638,real estate,
2014-01-07,2015-01-07,Lynn Carley,Eric Reddehase,Real Estate Investment/Development,145,"715 Golf Crest Lane
Austin, Texas 78734
(30.364215919000458, -97.96389141299966)",0.895937013626,real estate,
2014-01-07,2015-01-07,Lynn Carley,The Brohn Group,Real Estate Investment/Development,115,"3121 Wild Canyon Loop
Austin, Texas 78730
(30.377523944000473, -97.90791503299965)",0.871245933431,real estate,
2014-01-07,2015-01-07,Lynn Carley,REIT Management,Real Estate Developement,101,"Two Newton Place 255 Washington Street, Suite 300
Newton, Maine 02458
(42.35460028200049, -71.18911878999967)",0.860504820943,real estate,
2014-01-07,2017-01-06,Lynn Carley,Robert Schmidt,Private Property Owner,79,"3400 South Lamar Blvd
Austin, Texas 78704
(30.24079333600048, -97.78629749099969)",0.905895690123,,
2014-01-07,2016-01-06,Lynn Carley,Google,Provides internet related products and services,96,"2350 Kerner Boulevard, Suite 250
San Rafael, California 94901
(37.94720506900046, -122.4886642509997)",0.832132583857,,
2014-01-07,2016-01-06,Lynn Carley,Taylor Morrison of Texas,Property Owner/Developer,758,"805 Las Cimas Parkway, Suite 350
Austin, Texas 78746
(30.29053616900046, -97.83036581699969)",0.893746846252,property management,
2014-01-07,2015-01-07,Lynn Carley,Gables Residential,Real Estate Investment,874,"100 Congress Avenue, Suite 1800
Austin, Texas 78701
(30.26395091200044, -97.7443303069997)",0.74712716341,real estate,
2014-01-07,2015-01-07,Lynn Carley,Ryan Street and Associates,Real Estate,133,"2141 Exposition Blvd., Ste B-140
Austin, Texas 78703
(30.295499105000488, -97.76893346699967)",0.900505666222,real estate,
2014-01-07,2016-01-06,Lynn Carley,Magnolia Montessori for all,Public School,175,"7302 Blinn Circle
Austin, Texas 78723
(30.322264133000488, -97.6769291119997)",0.8754982415,education,
2014-01-07,2016-01-06,Amanda Morrow,Magnolia Montessori for all,Public School,175,"7302 Blinn Circle
Austin, Texas 78723
(30.322264133000488, -97.6769291119997)",0.8754982415,education,
2014-01-07,2015-01-07,Amanda Morrow,IDEA Public Schools,Public School,651,"1822 W. Braker Lane #81734
Austin, Texas 78708
(30.391266649000443, -97.70551957399965)",0.887879818678,education,
2014-01-07,2015-01-07,Amanda Morrow,Qualico,Real Estate Development,12,"7940 Shoal Creek, Suite 201
Austin, Texas 78757
(30.36252221300049, -97.74024883199968)",0.915584674903,real estate,
2014-01-07,2015-01-07,Amanda Morrow,Seton Healthcare,Real Estate,951,"1615 Poydras St., Suite 2273
New Orleans, Louisiana 70112
(29.952545951000445, -90.08011908699967)",0.897942412983,real estate,
2014-01-07,2015-01-07,Lynn Carley,Urban Outfitters,Real Estate,154,"5000 South Broad Street
Philadelphia, Pennsylvania 19112
(39.88993802600049, -75.17589250399965)",0.902164957353,real estate,
2014-01-07,2015-01-07,Lynn Carley,Highland Management,Real Estate,494,"211 E 7th Street, Suite 709
Austin, Texas 78701
(30.26843390200048, -97.74058875699967)",0.914033091068,real estate,
2014-01-07,2015-01-07,Lynn Carley,Seton Healthcare,Real Estate,951,"1615 Poydras St., Suite 2273
New Orleans, Louisiana 70112
(29.952545951000445, -90.08011908699967)",0.897942412983,real estate,
2014-01-07,2015-01-07,Lynn Carley,Austin Achieve,Public School,151,"5908 Manor Road
Austin, Texas 78723
(30.30705749800046, -97.67971484299966)",0.823669719069,education,
2014-01-07,2015-01-07,Lynn Carley,Jim Gallegos,Real Estate,55,"5515 Balcones Drive
Austin, Texas 78731
(30.336602594000453, -97.75763714799967)",0.89962079525,real estate,
2014-01-07,2015-01-07,Amanda Morrow,G5 Investments,Real Estate Investment,57,"5515 Balcones Drive
Austin, Texas 78731
(30.336602594000453, -97.75763714799967)",0.884307550532,real estate,
2014-01-07,2015-01-07,Amanda Morrow,Onion Associates,Real Estate,158,"PO Box 1090
Kyle, Texas 78640
(29.99945113800044, -97.84458914099969)",0.903930211067,real estate,
2012-01-06,2013-01-05,Rebecca Moss,Catellus Commercial Group,Real Estate Developer,660,"5720 LBJ Freeway, Suite 190
Dallas, Texas 75240
(32.92550473500046, -96.80917488099965)",0.927930033207,real estate,
2014-01-03,2015-01-03,Peter Cesaro,"Coover, David M. Jr.",Property Owner,842,"921 North Chaparral, Suite 102
Corpus Christi, Texas 78401
(27.800424034000457, -97.39402104399966)",0.927996986442,property management,
2014-01-03,2015-01-03,Michael Whellan,Alliance Residential,Real Estate Development,847,"3108 North Lamar
Austin, Texas 78705
(30.300656948000437, -97.74601690599968)",0.885046642078,real estate,
2014-01-03,2015-01-03,Peter Cesaro,"Warshaw, Larry",Property Owner,858,"1000 East Eight Street
Austin, Texas 78702
(30.266837318000455, -97.73121060199969)",0.914288816353,property management,
2014-01-03,2015-01-03,Rick Triplett,"Warshaw, Larry",Property Owner,858,"1000 East Eight Street
Austin, Texas 78702
(30.266837318000455, -97.73121060199969)",0.914288816353,property management,
2014-01-03,2015-01-03,R. Haywood,Austin Chronicle,Property Owner,74,"P.O. Box 49066
Austin, Texas 78765
(30.299960409000448, -97.73391750599967)",0.925214571257,property management,
