Cluster ID,confidence_score,Start,End,Lobbyist,Client,Industry,ClientAddress,canonical_Client,canonical_ClientAddress,canonical_Lobbyist,canonical_Start,canonical_Industry,canonical_End
137,0.915609491723,2015-01-06,2016-01-06,Amanda Morrow,"HSD Lakeway Holdings, LTD",Real Estate Investment/Development,"2101 Lakeway Boulevard, Suite 205
Austin, Texas 78734
(30.357585, -97.978566)","b'hsd lakeway holdings, ltd'","b'2101 lakeway boulevard, suite 205 austin, texas 78734 (30.357585, -97.978566)'",b'lynn carley',b'2014-01-07',b'real estate investment/development',b'2016-01-06'
1,0.889843402637,2015-01-06,2016-01-06,Lynn Carley,Forestar (USA) Real Estate Group ,Land Development & Sales,"6300 Bee Cave Road Building 2, Suite 500
Austin, Texas 78746
(30.296418, -97.830654)",b'forestar (usa) real estate group',"b'6300 bee cave road building 2, suite 500 austin, texas 78746 (30.296418, -97.830654)'",b'alexandra jashinsky',b'2015-01-20',b'land development & sales',b'2016-01-06'
608,0.937907078436,2015-01-06,2016-01-06,Lynn Carley,Speakeasy ,Restaurant/Bar,"P.O. Box 684847
Austin, Texas 78768
",b'speakeasy',"b'p.o. box 684847 austin, texas 78768'",b'lynn carley',b'2014-01-07',b'restaurant/bar',b'2016-01-06'
154,0.918133297137,2015-01-06,2016-01-06,Amanda Morrow,Urban Outfitters,Real Estate,"5000 South Broad Street
Philadelphia, Pennsylvania 19112
(39.890045, -75.175847)",b'urban outfitters',"b'5000 south broad street philadelphia, pennsylvania 19112 (39.890045, -75.175847)'",b'lynn carley',b'2014-01-07',b'real estate',b'2016-01-06'
585,0.876240559987,2015-01-06,2016-01-06,Lynn Carley,The Kucera Companies,"Investment, Development, zoning and related activities","7200 North MoPac, Suite 450
Austin, Texas 78731
(30.354874, -97.747853)",b'the kucera companies',"b'7200 north mopac, suite 450 austin, texas 78731 (30.354874, -97.747853)'",b'lynn carley',b'2014-01-07',b'real estate investment/development',b'2016-01-06'
97,0.916711547545,2015-01-06,2016-01-06,Lynn Carley,Stream Realty,Real Estate,"400 West 15th St., Ste 1250
Austin, Texas 78701
(30.278024, -97.743199)",b'stream realty',"b'400 west 15th st., ste 1250 austin, texas 78701 (30.278024, -97.743199)'",b'lynn carley',b'2014-01-07',b'real estate',b'2016-01-06'
7,0.916674724647,2015-01-06,2016-01-06,Amanda Morrow,"Rice, Robert",Real Estate Investment,"54 Rainey Street #1004
Austin, Texas 78701
(30.257341, -97.73931)","b'rice, robert'","b'54 rainey street #1004 austin, texas 78701 (30.257341, -97.73931)'",b'lynn carley',b'2014-01-07',b'real estate investment',b'2016-01-06'
608,0.937907078436,2015-01-06,2016-01-06,Amanda Morrow,Speakeasy ,Restaurant/Bar,"P.O. Box 684847
Austin, Texas 78768
",b'speakeasy',"b'p.o. box 684847 austin, texas 78768'",b'lynn carley',b'2014-01-07',b'restaurant/bar',b'2016-01-06'
651,0.912033755332,2015-01-06,2016-01-06,Lynn Carley,IDEA Public Schools,Public School,"1822 W. Braker Lane #81734
Austin, Texas 78708
(30.391414, -97.705953)",b'idea public schools',"b'1822 w. braker lane #81734 austin, texas 78708 (30.391414, -97.705953)'",b'lynn carley',b'2016-01-07',b'public school',b'2016-01-06'
568,0.919946917466,2015-01-06,2016-01-06,Lynn Carley,"Magellan Development Group, LLC",Real Estate Investment,"225 N. Columbus Drive, Suite 100
Chicago, Illinois 60601
(41.886356, -87.620644)","b'magellan development group, llc'","b'225 n. columbus drive, suite 100 chicago, illinois 60601 (41.886356, -87.620644)'",b'lynn carley',b'2014-01-07',b'real estate investment',b'2016-01-06'
437,0.925756116708,2015-01-06,2016-01-06,Lynn Carley,"Success Foods Management, LLC/DBA Torcy's Tacos",Restaurant,"4501 Springdale Road
Austin, Texas 78723
(30.288031, -97.681255)","b""success foods management, llc/dba torcy's tacos""","b'4501 springdale road austin, texas 78723 (30.288031, -97.681255)'",b'mark littlefield',b'2015-01-06',b'restaurant',b'2016-01-06'
486,0.905008215457,2015-01-06,2016-01-06,Amanda Morrow,Colina West Real Estate/David Kahn,Real Estate Investment/Development,"804 Congress Ave, Ste 300
Austin, Texas 78701
(30.270244, -97.742003)",b'colina west real estate/david kahn',"b'804 congress ave, ste 300 austin, texas 78701 (30.270244, -97.742003)'",b'allen thrower',b'2015-01-06',b'real estate investment/development',b'2016-01-06'
870,0.942312300205,2015-01-06,2016-01-06,Lynn Carley,Gables Residential,Real Estate Investment/Development,"3811 Turtle Creek Blvd., STE. 1500
Dallas, Texas 75219
(32.813434, -96.800354)",b'gables residential',"b'3811 turtle creek blvd., ste. 1500 dallas, texas 75219 (32.813434, -96.800354)'",b'lynn carley',b'2015-01-06',b'real estate investment/development',b'2016-01-06'
965,0.869978019824,2015-01-06,2016-01-06,Lynn Carley,"Booth, David",Real Estate investment/ development,"4929 Ranch Road 2222
Austin, Texas 78731
(30.3513, -97.785099)","b'booth, david'","b'4929 ranch road 2222 austin, texas 78731 (30.3513, -97.785099)'",b'david armbrust',b'2015-01-20',b'real estate investment/ development',b'2016-01-06'
101,0.890836510062,2015-01-06,2016-01-06,Amanda Morrow,REIT Management,Real Estate Developement,"Two Newton Place 255 Washington Street, Suite 300
Newton, Maine 02458
",b'reit management',"b'two newton place 255 washington street, suite 300 newton, maine 02458'",b'lynn carley',b'2014-01-07',b'real estate developement',b'2016-01-06'
48,0.920147674424,2015-01-06,2016-01-06,Lynn Carley,"CRV Shoreline, L.P.",Real Estate Investment/Development,"301 Congress Avenue, Suite 500
Austin, Texas 78701
(30.265358, -97.743798)","b'crv shoreline, l.p.'","b'301 congress avenue, suite 500 austin, texas 78701 (30.265358, -97.743798)'",b'lynn carley',b'2014-01-07',b'real estate investment/development',b'2016-01-06'
540,0.942312300205,2015-01-06,2016-01-06,Lynn Carley,"Jackson, Glenn c/o KVA, Inc.",Real Estate Investment/Development,"P.O. Box 201687
Austin, Texas 78720
","b'jackson, glenn c/o kva, inc.'","b'p.o. box 201687 austin, texas 78720'",b'lynn carley',b'2016-01-07',b'real estate investment/development',b'2016-01-06'
407,0.925434544683,2015-01-06,2016-01-06,Lynn Carley,"Lambert, Liz",Private Property Owner/Real Estate Investment/Development,"1316 South Congress
Austin, Texas 78704
(30.250247, -97.749421)","b'lambert, liz'","b'1316 south congress austin, texas 78704 (30.250247, -97.749421)'",b'lynn carley',b'2016-01-07',b'private property owner/real estate investment/development',b'2016-01-06'
148,0.938147110598,2015-01-06,2016-01-06,Amanda Morrow,Tanglewood Forest Limited District c/o Pinnacle Texas Mgmt Services   ,Limited District,"7301 Ranch Road 620 North, Suite 155
Austin, Texas 78726
",b'tanglewood forest limited district c/o pinnacle texas mgmt services',"b'7301 ranch road 620 north, suite 155 austin, texas 78726'",b'lynn carley',b'2014-01-07',b'limited district',b'2016-01-06'
41,0.922915752445,2015-01-06,2016-01-06,Lynn Carley,Blenheim Corporation,Real Estate Investment/ Development,"5949 Sherry Lane, Suite 1230
Dallas, Texas 75225
(32.862324, -96.810102)",b'blenheim corporation',"b'5949 sherry lane, suite 1230 dallas, texas 75225 (32.862324, -96.810102)'",b'lynn carley',b'2014-01-07',b'real estate investment/ development',b'2016-01-06'
78,0.937498016017,2015-01-06,2016-01-06,Lynn Carley,W & G Partnership,Real Estate Development,"2700 Via Fortuna, Suite 140
Austin, Texas 78746
",b'w & g partnership',"b'2700 via fortuna, suite 140 austin, texas 78746'",b'lynn carley',b'2014-01-07',b'real estate development',b'2016-01-06'
144,0.936412449394,2015-01-06,2016-01-06,Lynn Carley,"P&S Investments I, LLC",Real Estate Investment/ Development,"8208 Long Canyon
Austin, Texas 78730
","b'p&s investments i, llc'","b'8208 long canyon austin, texas 78730'",b'lynn carley',b'2014-01-07',b'real estate investment/ development',b'2016-01-06'
47,0.722379038731,2015-01-06,2016-01-06,Amanda Morrow,"Cypress VI Reit, Inc. ",Real Estate Development,"301 Congress Avenue, Suite 1100
Austin, Texas 78701
(30.265358, -97.743798)","b'cypress realty vi limited partnership, c/o cypress real estate advisors'","b'301 congress avenue, suite 500 austin, texas 78701 (30.265358, -97.743798)'",b'lynn carley',b'2015-01-06',b'real estate',b'2016-01-06'
526,0.932860943404,2015-01-06,2016-01-06,Lynn Carley,"Austin Park, LLC",Real Estate Development,"700 12th Street, Suite 220
Golden, Colorado 80401
(39.755832, -105.220551)","b'austin park, llc'","b'700 12th street, suite 220 golden, colorado 80401 (39.755832, -105.220551)'",b'lynn carley',b'2015-01-06',b'real estate development',b'2016-01-06'
40,0.942312300205,2015-01-06,2016-01-06,Lynn Carley,"Attal, Deborah & Gary",Real Estate Development/ Investment,"300 W. Sixth Street Suite 2100
Austin, Texas 78701
(30.268876, -97.745732)","b'attal, deborah & gary'","b'300 w. sixth street suite 2100 austin, texas 78701 (30.268876, -97.745732)'",b'lynn carley',b'2016-01-07',b'real estate development/ investment',b'2016-01-06'
271,0.937907078436,2015-01-06,2016-01-06,Amanda Morrow,Speedy Stop ,Real Estate Investment/Development,"P.O. Box 1876
Victoria, Texas 77902
",b'speedy stop',"b'p.o. box 1876 victoria, texas 77902'",b'lynn carley',b'2014-01-07',b'real estate investment/development',b'2016-01-06'
141,0.925639140606,2015-01-06,2016-01-06,Amanda Morrow,Makar Development - Waters Edge,Real Estate Investment/Development,"3809 Juniper Trace Suite 203
Austin, Texas 78746
(30.308182, -97.934901)",b'makar development - waters edge',"b'3809 juniper trace suite 203 austin, texas 78746 (30.308182, -97.934901)'",b'amanda morrow',b'2016-01-07',b'real estate investment/development',b'2017-01-06'
80,0.942312300205,2015-01-06,2016-01-06,Amanda Morrow,"Burris, Gene",Real Estate Investment/Development,"2406 Pemberton Pkwy
Austin, Texas 78703
(30.290006, -97.753209)","b'burris, gene'","b'2406 pemberton pkwy austin, texas 78703 (30.290006, -97.753209)'",b'lynn carley',b'2016-01-07',b'real estate investment/development',b'2016-01-06'
9,0.937447679894,2015-01-06,2016-01-06,Lynn Carley,Tierra Concepts,Real Estate Investment/Development,"8917 Old Lampass Trail #28
Austin, Texas 78750
",b'tierra concepts',"b'8917 old lampass trail #28 austin, texas 78750'",b'lynn carley',b'2014-01-07',b'real estate investment/development',b'2016-01-06'
48,0.920147674424,2015-01-06,2016-01-06,Amanda Morrow,"CRV Shoreline, L.P.",Real Estate Investment/Development,"301 Congress Avenue, Suite 500
Austin, Texas 78701
(30.265358, -97.743798)","b'crv shoreline, l.p.'","b'301 congress avenue, suite 500 austin, texas 78701 (30.265358, -97.743798)'",b'lynn carley',b'2014-01-07',b'real estate investment/development',b'2016-01-06'
568,0.919946917466,2015-01-06,2016-01-06,Amanda Morrow,"Magellan Development Group, LLC",Real Estate Investment,"225 N. Columbus Drive, Suite 100
Chicago, Illinois 60601
(41.886356, -87.620644)","b'magellan development group, llc'","b'225 n. columbus drive, suite 100 chicago, illinois 60601 (41.886356, -87.620644)'",b'lynn carley',b'2014-01-07',b'real estate investment',b'2016-01-06'
156,0.811470508575,2015-01-06,2016-01-06,Lynn Carley,Riverside Resources Corporation,Real Estate,"100 Congress Avenue, Suite1450
Austin, Texas 78701
(30.263622, -97.744452)",b'riverside resources',"b'100 congress avenue, suite 780 austin, texas 78701 (30.263622, -97.744452)'",b'wm. bray',b'2013-01-03',b'property owner/developer',b'2014-01-03'
82,0.925664946437,2015-01-06,2016-01-06,Lynn Carley,Total Wine & More,Real Estate,"7825 Tuckerman Lane, Ste 201
Potomac, Maryland 20854
(39.040585, -77.158659)",b'total wine & more',"b'7825 tuckerman lane, ste 201 potomac, maryland 20854 (39.040585, -77.158659)'",b'lynn carley',b'2016-01-07',b'real estate',b'2016-01-06'
5,0.896507578237,2015-01-06,2016-01-06,Amanda Morrow,The Charter School Fund,Public School,"855 Broad Street #300
Boise, Ohio 83702
(43.613616, -116.206248)",b'the charter school fund',"b'855 broad street #300 boise, ohio 83702 (43.613616, -116.206248)'",b'lynn carley',b'2014-01-07',b'public school',b'2016-01-06'
84,0.915302072253,2015-01-06,2016-01-06,Amanda Morrow,Meredith Family  Revocable Trust,Real Estate Development,"248 Addie Roy Road, Suite C200
Austin, Texas 78746
(30.3105, -97.843566)",b'meredith family revocable trust',"b'248 addie roy road, suite c200 austin, texas 78746 (30.3105, -97.843566)'",b'lynn carley',b'2014-01-07',b'real estate development',b'2016-01-06'
518,0.910675338336,2015-01-06,2016-01-06,Lynn Carley,"McCullough, Todd",Real Estate Investment,"311 Westwood Terrace
Austin, Texas 78746
(30.281421, -97.803764)","b'mccullough, todd'","b'311 westwood terrace austin, texas 78746 (30.281421, -97.803764)'",b'lynn carley',b'2014-01-07',b'real estate investment',b'2016-01-06'
81,0.908524283341,2015-01-06,2016-01-06,Lynn Carley,The University of Texas System,University,"201 West 7th Street
Austin, Texas 78701
(30.26942, -97.744005)",b'the university of texas system',"b'201 west 7th street austin, texas 78701 (30.26942, -97.744005)'",b'lynn carley',b'2014-01-07',b'university',b'2016-01-06'
636,0.910843972649,2015-01-06,2016-01-06,Lynn Carley,KIPP Austin Public School,Public School,"8509 FM 969, Bldg 513
Austin, Texas 78757
(30.27707, -97.637655)",b'kipp austin public school',"b'8509 fm 969, bldg 513 austin, texas 78757 (30.27707, -97.637655)'",b'lynn carley',b'2014-01-07',b'public school',b'2016-01-06'
47,0.775545414289,2015-01-06,2016-01-06,Lynn Carley,Cypress Real Estate Advisors,Real Estate Investment/Development,"301 Congress Avenue, Suite 500
Austin, Texas 78701
(30.265358, -97.743798)","b'cypress realty vi limited partnership, c/o cypress real estate advisors'","b'301 congress avenue, suite 500 austin, texas 78701 (30.265358, -97.743798)'",b'lynn carley',b'2015-01-06',b'real estate',b'2016-01-06'
175,0.911942215342,2015-01-06,2016-01-06,Amanda Morrow,Magnolia Montessori for all,Public School,"7302 Blinn Circle
Austin, Texas 78723
(30.322307, -97.676968)",b'magnolia montessori for all',"b'7302 blinn circle austin, texas 78723 (30.322307, -97.676968)'",b'david armbrust',b'2015-01-06',b'public school',b'2016-01-06'
553,0.915185256799,2015-01-06,2016-01-06,Amanda Morrow,Ryan Companies,Real Estate,"111 Congress Avenue, Suite 1850
Austin, Texas 78701
(30.263936, -97.744334)",b'ryan companies',"b'111 congress avenue, suite 1850 austin, texas 78701 (30.263936, -97.744334)'",b'jed buie',b'2015-01-06',b'real estate',b'2016-01-06'
84,0.915302072253,2015-01-06,2016-01-06,Lynn Carley,Meredith Family  Revocable Trust,Real Estate Development,"248 Addie Roy Road, Suite C200
Austin, Texas 78746
(30.3105, -97.843566)",b'meredith family revocable trust',"b'248 addie roy road, suite c200 austin, texas 78746 (30.3105, -97.843566)'",b'lynn carley',b'2014-01-07',b'real estate development',b'2016-01-06'
686,0.924664421515,2015-01-06,2016-01-06,Amanda Morrow,Texas Disposal Systems,Waste Disposal,"P.O. Box 17126
Austin, Texas 78760
",b'texas disposal systems',"b'p.o. box 17126 austin, texas 78760'",b'michael whellan',b'2015-01-06',b'waste disposal',b'2016-01-06'
34,0.906736271722,2015-01-06,2016-01-06,Amanda Morrow,Austin Baptist Church c/o Tom Stacy ,Religious Assembly/Education,"823 Congress Suite 1111
Austin, Texas 78701
(30.270141, -97.742042)",b'austin baptist church c/o tom stacy',"b'823 congress suite 1111 austin, texas 78701 (30.270141, -97.742042)'",b'lynn carley',b'2014-01-07',b'religious assembly/education',b'2016-01-06'
32,0.91497369913,2015-01-06,2016-01-06,Lynn Carley,Aspen Properties,Real Estate Development,"7447 Bee Cave Road, Suite 150
Austin, Texas 78746
(30.308393, -97.84328)",b'aspen properties',"b'7447 bee cave road, suite 150 austin, texas 78746 (30.308393, -97.84328)'",b'lynn carley',b'2015-01-06',b'real estate development',b'2016-01-06'
517,0.942312300205,2015-01-06,2016-01-06,Lynn Carley,"Moody, Linda",Private Property Owner,"3607 Pinnacle Road, Suite 5
Austin, Texas 78746
(30.272073, -97.811162)","b'moody, linda'","b'3607 pinnacle road, suite 5 austin, texas 78746 (30.272073, -97.811162)'",b'lynn carley',b'2016-01-07',b'private property owner',b'2016-01-06'
120,0.904670523746,2015-01-06,2016-01-06,Amanda Morrow,"Creek 620, L.P. c/o Curtis Davidson ",Real Estate Investment/Development,"3809 Juniper Trace
Austin, Texas 78738
(30.307997, -97.934461)","b'creek 620, l.p. c/o curtis davidson'","b'3809 juniper trace austin, texas 78738 (30.307997, -97.934461)'",b'lynn carley',b'2014-01-07',b'real estate investment/development',b'2016-01-06'
13,0.914392841714,2015-01-06,2016-01-06,Amanda Morrow,Goodstone LLC,Real Estate Investment,"401 Congress Ave., Ste. 1540
Austin, Texas 78701
(30.266187, -97.743476)",b'goodstone llc',"b'401 congress ave., ste. 1540 austin, texas 78701 (30.266187, -97.743476)'",b'lynn carley',b'2014-01-07',b'real estate investment',b'2016-01-06'
363,0.916851597173,2015-01-06,2016-01-06,Lynn Carley,Westbank Community Library District ,Real Estate Development,"1309 Westbank Drive
Austin, Texas 78746
(30.274388, -97.811838)",b'westbank community library district',"b'1309 westbank drive austin, texas 78746 (30.274388, -97.811838)'",b'lynn carley',b'2014-01-07',b'real estate development',b'2016-01-06'
677,0.942312300205,2015-01-06,2016-01-06,Lynn Carley,"Onion Associates, Ltd c/o Point West Properties",Real Estate Investment/ Development,"2110-A Boca Raton STE. 205
Austin, Texas 78747
","b'onion associates, ltd c/o point west properties'","b'2110-a boca raton ste. 205 austin, texas 78747'",b'lynn carley',b'2016-01-07',b'real estate investment/ development',b'2016-01-06'
553,0.915185256799,2015-01-06,2016-01-06,Lynn Carley,Ryan Companies,Real Estate,"111 Congress Avenue, Suite 1850
Austin, Texas 78701
(30.263936, -97.744334)",b'ryan companies',"b'111 congress avenue, suite 1850 austin, texas 78701 (30.263936, -97.744334)'",b'jed buie',b'2015-01-06',b'real estate',b'2016-01-06'
57,0.905732167619,2015-01-06,2016-01-06,Lynn Carley,G5 Investments LLC,Real Estate Investment,"5515 Balcones Drive
Austin, Texas 78731
(30.33652, -97.757729)",b'g5 investments llc',"b'5515 balcones drive austin, texas 78731 (30.33652, -97.757729)'",b'lynn carley',b'2014-01-07',b'real estate investment',b'2016-01-06'
585,0.898719166006,2015-01-06,2016-01-06,Amanda Morrow,The Kucera Companies,Real Estate Investment/Development,"7200 North Mopac, Suite 450
Austin, Texas 78731
(30.354874, -97.747853)",b'the kucera companies',"b'7200 north mopac, suite 450 austin, texas 78731 (30.354874, -97.747853)'",b'lynn carley',b'2014-01-07',b'real estate investment/development',b'2016-01-06'
39,0.908984908036,2015-01-06,2016-01-06,Amanda Morrow,Amstar Group,Real Estate Investment/Development,"1050 17th Street, Suite 1200
Denver, Colorado 80265
(39.748463, -104.994001)",b'amstar group',"b'1050 17th street, suite 1200 denver, colorado 80265 (39.748463, -104.994001)'",b'lynn carley',b'2014-01-07',b'real estate investment/development',b'2016-01-06'
17,0.914360885109,2015-01-06,2016-01-06,Amanda Morrow,"Orangestone Bluegrass, LLC",Real Estate Investment,"5828 Balcones Drive, Ste 101
Austin, Texas 78731
(30.340401, -97.755138)","b'orangestone bluegrass, llc'","b'5828 balcones drive, ste 101 austin, texas 78731 (30.340401, -97.755138)'",b'lynn carley',b'2014-01-07',b'real estate investment',b'2016-01-06'
135,0.915809150253,2015-01-06,2016-01-06,Amanda Morrow,General Investment and Development Company,Real Estate Investment/Development,"125 High Street, 27th Floor
Boston, Massachusetts 01220
(42.37832, -71.06622)",b'general investment and development company',"b'125 high street, 27th floor boston, massachusetts 01220'",b'lynn carley',b'2014-01-07',b'real estate investment/development',b'2016-01-06'
4,0.908716712679,2015-01-06,2016-01-06,Lynn Carley,"The NRP Group, LLC",Real Estate Investment,"5309 Transportation Blvd.
Cleveland, Ohio 44125
(41.416949, -81.616142)","b'the nrp group, llc'","b'5309 transportation blvd. cleveland, ohio 44125 (41.416949, -81.616142)'",b'lynn carley',b'2014-01-07',b'real estate investment',b'2016-01-06'
951,0.909035167911,2015-01-06,2016-01-06,Lynn Carley,Seton,Real Estate,"1615 Poydras St., Suite 2273
New Orleans, Louisiana 70112
(29.952533, -90.080154)",b'seton',"b'1615 poydras st., suite 2273 new orleans, louisiana 70112 (29.952533, -90.080154)'",b'lynn carley',b'2016-01-07',b'real estate',b'2016-01-06'
11,0.922159957034,2015-01-06,2016-01-06,Amanda Morrow,Riddell Family Limited Partnership,Real Estate Investment,"2028 East Ben White Blvd., Suite 508
Austin, Texas 78741
(30.216557, -97.743295)",b'riddell family limited partnership',"b'2028 east ben white blvd., suite 508 austin, texas 78741 (30.216557, -97.743295)'",b'lynn carley',b'2014-01-07',b'real estate investment',b'2016-01-06'
151,0.879786224742,2015-01-06,2016-01-06,Lynn Carley,Austin Achieve,Public School,"5908 Manor Road
Austin, Texas 78723
(30.307104, -97.679673)",b'austin achieve',"b'5908 manor road austin, texas 78723 (30.307104, -97.679673)'",b'david armbrust',b'2015-01-06',b'public school',b'2016-01-06'
131,0.914381538999,2015-01-06,2016-01-06,Amanda Morrow,"Dwyer Realty Companies, Inc.",Land Development,"9900 Highway 290, East
Manor, Texas 78653
(30.337576, -97.600497)","b'dwyer realty companies, inc.'","b'9900 highway 290, east manor, texas 78653 (30.337576, -97.600497)'",b'wm. bray',b'2013-01-03',b'land development',b'2014-01-03'
109,0.93807255796,2015-01-06,2016-01-06,Lynn Carley,"4800 Friedrich Lane, LLC",Real Estate Investment/Development,"2011 West Rutland
Austin, Texas 78758
","b'4800 friedrich lane, llc'","b'2011 west rutland austin, texas 78758'",b'lynn carley',b'2014-01-07',b'real estate investment/development',b'2016-01-06'
141,0.925639140606,2015-01-06,2016-01-06,Lynn Carley,Makar Development - Waters Edge,Real Estate Investment/Development,"3809 Juniper Trace Suite 203
Austin, Texas 78746
(30.308182, -97.934901)",b'makar development - waters edge',"b'3809 juniper trace suite 203 austin, texas 78746 (30.308182, -97.934901)'",b'amanda morrow',b'2016-01-07',b'real estate investment/development',b'2017-01-06'
31,0.939760778631,2015-01-06,2016-01-06,Lynn Carley,AutoReturn,Real Estate Investment,"AP Billing, 375 Alabama Street, Suite 300
San Francisco, California 94110
",b'autoreturn',"b'ap billing, 375 alabama street, suite 300 san francisco, california 94110'",b'lynn carley',b'2014-01-07',b'real estate investment',b'2016-01-06'
780,0.935845516622,2015-01-06,2016-01-06,Lynn Carley,"Nelsen, Brad",Real Estate Investment,"905 Congress Avenue
Austin, Texas 78701
(30.271118, -97.741672)","b'nelsen, brad'","b'905 congress avenue austin, texas 78701 (30.271118, -97.741672)'",b'lynn carley',b'2016-01-07',b'real estate investment',b'2016-01-06'
116,0.940251000226,2015-01-06,2016-01-06,Amanda Morrow,Inland Group,Real Estate,"1620 N. Mamber Rd., Bldg B
Spokane, Washington 99203
",b'inland group',"b'1620 n. mamber rd., bldg b spokane, washington 99203'",b'lynn carley',b'2016-01-07',b'real estate',b'2016-01-06'
33,0.942312300205,2015-01-06,2016-01-06,Lynn Carley,"Byrne, Dan",Real Estate Investment/Development,"98 San Jacinto Boulevard, Suite 2000
Austin, Texas 78701
(30.262712, -97.742141)","b'byrne, dan'","b'98 san jacinto boulevard, suite 2000 austin, texas 78701 (30.262712, -97.742141)'",b'lynn carley',b'2016-01-07',b'real estate investment/development',b'2016-01-06'
34,0.906736271722,2015-01-06,2016-01-06,Lynn Carley,Austin Baptist Church c/o Tom Stacy ,Religious Assembly/Education,"823 Congress Suite 1111
Austin, Texas 78701
(30.270141, -97.742042)",b'austin baptist church c/o tom stacy',"b'823 congress suite 1111 austin, texas 78701 (30.270141, -97.742042)'",b'lynn carley',b'2014-01-07',b'religious assembly/education',b'2016-01-06'
785,0.892643917352,2015-01-06,2016-01-06,Amanda Morrow,Austin Board of Realtors,Real Estate,"10900 Stonelake Blvd, Ste 100A
Austin, Texas 78759
(30.399546, -97.734444)",b'austin board of realtors',"b'10900 stonelake blvd, ste 100a austin, texas 78759 (30.399546, -97.734444)'",b'lynn carley',b'2014-01-07',b'real estate',b'2016-01-06'
80,0.942312300205,2015-01-06,2016-01-06,Lynn Carley,"Burris, Gene",Real Estate Investment/Development,"2406 Pemberton Pkwy
Austin, Texas 78703
(30.290006, -97.753209)","b'burris, gene'","b'2406 pemberton pkwy austin, texas 78703 (30.290006, -97.753209)'",b'lynn carley',b'2016-01-07',b'real estate investment/development',b'2016-01-06'
82,0.925664946437,2015-01-06,2016-01-06,Amanda Morrow,Total Wine & More,Real Estate,"7825 Tuckerman Lane, Ste 201
Potomac, Maryland 20854
(39.040585, -77.158659)",b'total wine & more',"b'7825 tuckerman lane, ste 201 potomac, maryland 20854 (39.040585, -77.158659)'",b'lynn carley',b'2016-01-07',b'real estate',b'2016-01-06'
517,0.942312300205,2015-01-06,2016-01-06,Amanda Morrow,"Moody, Linda",Private Property Owner,"3607 Pinnacle Road, Suite 5
Austin, Texas 78746
(30.272073, -97.811162)","b'moody, linda'","b'3607 pinnacle road, suite 5 austin, texas 78746 (30.272073, -97.811162)'",b'lynn carley',b'2016-01-07',b'private property owner',b'2016-01-06'
677,0.942312300205,2015-01-06,2016-01-06,Amanda Morrow,"Onion Associates, Ltd c/o Point West Properties",Real Estate Investment/ Development,"2110-A Boca Raton STE. 205
Austin, Texas 78747
","b'onion associates, ltd c/o point west properties'","b'2110-a boca raton ste. 205 austin, texas 78747'",b'lynn carley',b'2016-01-07',b'real estate investment/ development',b'2016-01-06'
714,0.816299670451,2015-01-06,2016-01-06,Amanda Morrow,"Endeavor Real Estate Group, Ltd.",Real Estate Development,"P.O. Box 140646
Austin, Texas 78714
","b'endeavor real estate group, ltd.'","b'p.o. box 140646 austin, texas 78714'","b'derlis ""trey salinas iii'",b'2015-11-07',b'real estate development',b'2016-11-06'
125,0.925705337524,2015-01-06,2016-01-06,Amanda Morrow,"Dorrance, Charles",Private Property Owner,"12434 FM 2244
Austin, Texas 78738
(30.305267, -97.934317)","b'dorrance, charles'","b'12434 fm 2244 austin, texas 78738 (30.305267, -97.934317)'",b'lynn carley',b'2016-01-07',b'private property owner',b'2016-01-06'
684,0.922505235672,2015-01-06,2016-01-06,Lynn Carley,Walton International Group (USA) Incorporated,Real Estate Development,"4800 North Scottsdale Road, Suite 4000
Scottsdale, Arizona 85251
(33.509427, -111.926376)",b'walton international group (usa) incorporated',"b'4800 north scottsdale road, suite 4000 scottsdale, arizona 85251 (33.509427, -111.926376)'",b'eric deyoung',b'2015-01-06',b'real estate development',b'2016-01-06'
759,0.927320659161,2015-01-06,2016-01-06,Amanda Morrow,Taylor Morrison ,Developer,"11200 Lakeline Blvd., Suite 150A
Austin, Texas 78717
(30.480081, -97.797585)",b'taylor morrison',"b'11200 lakeline blvd., suite 150a austin, texas 78717 (30.480081, -97.797585)'",b'richard suttle',b'2016-01-07',b'developer',b'2016-01-06'
130,0.906736271722,2015-01-06,2016-01-06,Lynn Carley,"Capridge Partners, LLC",Real Estate Investment,"823 Congress Ave. #1111
Austin, Texas 78701
(30.270141, -97.742042)","b'capridge partners, llc'","b'823 congress ave. #1111 austin, texas 78701 (30.270141, -97.742042)'",b'lynn carley',b'2014-01-07',b'real estate investment',b'2016-01-06'
133,0.921993775027,2015-01-06,2016-01-06,Amanda Morrow,Ryan Street & Associates,Real Estate,"2141 Exposition Blvd., Ste B-140
Austin, Texas 78703
(30.295464, -97.768968)",b'ryan street & associates',"b'2141 exposition blvd., ste b-140 austin, texas 78703 (30.295464, -97.768968)'",b'lynn carley',b'2014-01-07',b'real estate',b'2016-01-06'
146,0.942312300205,2015-01-06,2016-01-06,Lynn Carley,"Schneider, James c/o J.R. Schneider Construction ",Private Property Owner,"P.O. Box 50325
Austin, Texas 78763
","b'schneider, james c/o j.r. schneider construction'","b'p.o. box 50325 austin, texas 78763'",b'lynn carley',b'2016-01-07',b'private property owner',b'2016-01-06'
